elem_0,param_0,MSE_On_test_1,R2_1,smape_1,directed_hausdorff_1,directed_hausdorff_u_1,directed_hausdorff_v_1,MSE_On_test_2,R2_2,smape_2,directed_hausdorff_2,directed_hausdorff_u_2,directed_hausdorff_v_2,Name,lasso_gamma,delay,noise,noise_percentage,k_fold
1.0,0.5,0.0082287516115092,0.997645265233579,0.0027183482947609,4.586729826423131,1,1,0.0156047259677481,0.99553456070963,0.0046354474818833,6.587624313374558,1,1,CoevolvingPredatorPrey,0,5,Laplace_noise,0,0
1.0,0.5,0.0002280480412683,0.9999901284316464,0.0003942474790639,0.9217576979358624,2,2,0.0066250788884801,0.9997132186764992,0.0008428433814575,4.915767003390746,2,2,Colpitts,0,5,Laplace_noise,0,0
1.0,0.5,3.627126388604114e-05,0.9999669317762372,0.0006660644039374,0.2870823386699307,1,1,7.231353304123184e-05,0.9999340723251552,0.0007919023927462,0.4388632927564586,1,1,Coullet,0,5,Laplace_noise,0,0
1.0,0.5,0.0403093607428749,0.9622670384028432,0.0193195822578019,9.568075789525782,0,0,0.0646779083269865,0.9394560224694712,0.0327537368304266,12.472230593507646,0,0,Dadras,0,5,Laplace_noise,0,0
1.0,0.5,0.0004776030689459,0.999688269801918,0.0020804314559008,1.0061337881243206,2,2,0.0015185833149225,0.9990088248833712,0.00323291090842,1.7572883123636065,2,2,DequanLi,0,5,Laplace_noise,0,0
1.0,0.5,8.512518803674576e-05,0.9999371710244972,0.0018680072835962,0.4849910176158856,1,1,0.0001189825053478,0.999912181704544,0.0022182095763188,0.564704118706241,1,1,DoubleGyre,0,5,Laplace_noise,0,0
1.0,0.5,0.0271292593946781,0.9738927211988302,0.0757021509831768,8.260922226678895,2,2,0.0565456446299984,0.9455844743908922,0.1293055802084464,11.851772052115722,2,2,DoublePendulum,0,5,Laplace_noise,0,0
1.0,0.5,0.0003526747430238,0.999645980648679,0.0032602543157112,0.8533054740262275,0,0,0.000570407300964,0.9994274179632352,0.004004697463519,1.088646862996715,0,0,Duffing,0,5,Laplace_noise,0,0
1.0,0.5,1.4749216708333437,0.998323995118766,0.0038058012833011,83.02961538592889,2,2,6.97951917587841,0.9920689291921324,0.0135627263567018,180.67017207108083,2,2,ExcitableCell,0,5,Laplace_noise,0,0
1.0,0.5,0.0009499173586044,0.9998787530575362,0.0009802647078378,1.9899132929942231,1,1,0.0021490118360686,0.9997257012811884,0.0013350640972035,3.0358978224254054,1,1,Finance,0,5,Laplace_noise,0,0
1.0,0.5,1.4960460646614929e-06,0.9999975055660852,0.0011252074276513,0.0568009560985532,1,1,1.665658088068822e-06,0.999997222763307,0.00122773582753,0.0583392142894809,1,1,FluidTrampoline,0,5,Laplace_noise,0,0
1.0,0.5,0.0006588191528098,0.9999269428436154,0.0007744907705301,1.3912136448251016,1,1,0.0131545425739414,0.9985412787866071,0.0028479604364463,6.49867338816021,1,1,ForcedBrusselator,0,5,Laplace_noise,0,0
1.0,0.5,1.0627645170350016e-05,0.9999926957759138,0.0007652462133134,0.1537452333748806,0,0,1.147661608887318e-05,0.9999921122906984,0.0008453459086936,0.1569107227694864,0,0,ForcedFitzHughNagumo,0,5,Laplace_noise,0,0
1.0,0.5,0.0004119652816653,0.999588676037992,0.0019765079887303,0.9018852149826104,1,1,0.0007365959302893,0.999264550752382,0.0033528053713802,1.2843198184326503,0,0,ForcedVanDerPol,0,5,Laplace_noise,0,0
1.0,0.5,2.826886987934243e-07,0.9999997808021298,0.000302877727579,0.0250373780214849,1,1,3.28479650464597e-07,0.9999997452956552,0.0003270237229278,0.0267027364333868,1,1,GenesioTesi,0,5,Laplace_noise,0,0
1.0,0.5,0.0009100689713458,0.999154201991105,0.003251937025489,1.8614908949938405,0,0,0.0041235896307045,0.9961676268404228,0.0058484389482255,3.922775943211296,0,0,GuckenheimerHolmes,0,5,Laplace_noise,0,0
1.0,0.5,0.0004892501844611,0.9996704372816644,0.0014538997821778,1.2400492767076212,0,0,0.003920128501691,0.9973593710410869,0.0031814507589266,3.628736330966092,0,0,Hadley,0,5,Laplace_noise,0,0
1.0,0.5,7.236210142849149e-07,0.9999992767953816,0.000476406153215,0.0393636208957911,0,0,7.621216613419281e-07,0.9999992383168892,0.0005082850271044,0.0403423575209242,0,0,Halvorsen,0,5,Laplace_noise,0,0
1.0,0.5,8.197035149480123e-06,0.999999478100095,0.0001561423891001,0.1860185926617643,2,2,3.13491719163641e-05,0.9999980040185816,0.0001949642803819,0.3629712209043328,2,2,HastingsPowell,0,5,Laplace_noise,0,0
1.0,0.5,3.419884748808013e-07,0.9999996589134266,0.0007401381910776,0.0254891826307674,3,3,3.887462273128709e-07,0.9999996122789848,0.000788120275784,0.0272751961129338,3,3,HenonHeiles,0,5,Laplace_noise,0,0
1.0,0.5,0.0018500021686808,0.9987654166463708,0.0017045226657376,2.244293988150303,0,0,0.0093310077478859,0.99377303063037,0.0031054840569425,5.44307241891459,0,0,HindmarshRose,0,5,Laplace_noise,0,0
1.0,0.5,0.0001030350948512,0.9999028454292156,0.0026897980620029,0.5213737469560935,0,0,0.0002276906022268,0.9997853043881512,0.0033470534526184,0.7742624145560207,0,0,Hopfield,0,5,Laplace_noise,0,0
1.0,0.5,0.0145270855080709,0.9952352639287833,0.0086352955032386,8.326083565661163,2,2,0.0654542382570079,0.9785316765800056,0.0230327711068208,17.654070824810475,2,2,HyperBao,0,5,Laplace_noise,0,0
1.0,0.5,0.0026648338679758,0.9992989016391592,0.0027739281525106,3.7645281222874543,2,2,0.0195498587151429,0.9948565747138792,0.0076375458484437,9.961673609582911,2,2,HyperCai,0,5,Laplace_noise,0,0
1.0,0.5,0.0063621441992648,0.9976321581306716,0.0050321210016565,5.80667107587996,2,2,0.0229144965429764,0.9914717581636534,0.0110389715444016,10.953530732894055,2,2,HyperJha,0,5,Laplace_noise,0,0
1.0,0.5,0.0300099623134261,0.9891425236712328,0.019790181309213,12.28441352032139,2,2,0.0940223117133892,0.9659831287642976,0.0444924174280308,21.371402052979924,2,2,HyperLorenz,0,5,Laplace_noise,0,0
1.0,0.5,0.023104647069277,0.9928824996325788,0.0124285727888434,10.704196003245,2,2,0.0873749470599684,0.9730837170575228,0.0315308934317153,20.90877343201563,2,2,HyperLu,0,5,Laplace_noise,0,0
1.0,0.5,0.0097384215147877,0.996999735331662,0.0078408674393556,7.2541711546508445,2,2,0.0547437663259809,0.9831342494602248,0.0215854801588054,17.065703066642033,2,2,HyperPang,0,5,Laplace_noise,0,0
1.0,0.5,0.1344795995498414,0.9076271512955651,0.0458641229894087,19.6759733986601,2,2,0.2009005672519483,0.8620031754591789,0.0737180857282838,23.903275577612952,2,2,HyperQi,0,5,Laplace_noise,0,0
1.0,0.5,0.0476174243454907,0.993122493393469,0.0080755442612222,12.680282944403244,2,2,0.0855052013120196,0.9876502646877864,0.012259979741427,17.667193441153135,2,2,HyperRossler,0,5,Laplace_noise,0,0
1.0,0.5,0.0435766963185053,0.9839402903294568,0.0171182668670209,14.868636516423951,2,2,0.0970915143681927,0.9642179957647596,0.0333750432331898,22.458968948642983,2,2,HyperWang,0,5,Laplace_noise,0,0
1.0,0.5,0.0712205024319026,0.9794353817535488,0.0221427258916726,19.15364676353666,2,2,0.1381493454312923,0.9601099619802876,0.0413137335825129,26.6126618840258,2,2,HyperXu,0,5,Laplace_noise,0,0
1.0,0.5,0.0317624291257414,0.9825312407985,0.0102461213383988,12.269298597435478,2,2,0.0494871937997067,0.9727829421162116,0.0186435606606456,15.25089659598668,2,2,HyperYan,0,5,Laplace_noise,0,0
1.0,0.5,0.0482741269071851,0.984680795503244,0.0153985505725873,16.103378025502007,2,2,0.0984792183004572,0.9687488230139104,0.0290780390779872,23.24122859241073,2,2,HyperYangChen,0,5,Laplace_noise,0,0
1.0,0.5,0.0135559971561744,0.9862429294507382,0.0466463012920297,5.475301402922368,6,6,0.0440170346139025,0.9553300695200468,0.0972792288225119,9.729153131350596,6,6,IkedaDelay,0,5,Laplace_noise,0,0
1.0,0.5,0.0004079831554176,0.999991816954508,0.0002351774982047,1.3498081724343851,2,2,0.0521481966505879,0.9989540473427664,0.0012341224125021,15.31299231325441,2,2,IsothermalChemical,0,5,Laplace_noise,0,0
1.0,0.5,0.0005526982854676,0.9996187165371456,0.0317906666343082,1.5270715271060622,2,2,0.0025299447932955,0.9982546967541212,0.036287922859474,3.274295025295416,2,2,ItikBanksTumor,0,5,Laplace_noise,0,0
1.0,0.5,0.0007038631858162,0.9993635182649052,0.0023320434622174,1.4263208721646454,0,0,0.0022383212776018,0.9979759552151952,0.00520871517922,2.6228866124699737,0,0,JerkCircuit,0,5,Laplace_noise,0,0
1.0,0.5,8.58661216333399e-08,0.9999999796910642,0.0001758879231219,0.0126496114630897,2,2,8.729798949880406e-08,0.9999999793524008,0.0001838434048199,0.012713422107702,2,2,KawczynskiStrizhak,0,5,Laplace_noise,0,0
1.0,0.5,3.712837788624608e-06,0.9999975752704028,0.0009204856412845,0.1181647179615257,2,2,3.826033704065948e-06,0.999997501345954,0.0009093645188801,0.1195469280493734,2,2,Laser,0,5,Laplace_noise,0,0
1.0,0.5,0.0612057866123646,0.9424656143959376,0.5084453044823715,13.228797892709544,2,2,0.100426924228115,0.9055971387123214,0.5264354356440865,16.565799372151247,2,2,LiuChen,0,5,Laplace_noise,0,0
1.0,0.5,6.497427543917218e-05,0.9999738272111484,0.0004408505422275,0.490926635199807,2,2,6.508384917400904e-05,0.9999737830729076,0.0004652733978825,0.4913181179093174,2,2,Lorenz,0,5,Laplace_noise,0,0
1.0,0.5,3.186777573315798e-05,0.999969539446749,0.0026259664101121,0.2467300290358044,0,0,3.631279997580081e-05,0.999965290706618,0.0030634936738862,0.2586873906336103,0,0,Lorenz84,0,5,Laplace_noise,0,0
1.0,0.5,0.0015546464670904,0.9985341911308482,0.0153819319371319,1.7985354237226852,0,0,0.004557770712252,0.9957026752544692,0.0225751016374067,3.0849975016396294,0,0,Lorenz96,0,5,Laplace_noise,0,0
1.0,0.5,5.874203676636869e-05,0.999977300482192,0.0006847821580595,0.4452597304943402,2,2,0.0003173924046144,0.9998773509578956,0.000903829530182,0.9976528616634924,2,2,LorenzBounded,0,5,Laplace_noise,0,0
1.0,0.5,0.0250500944080155,0.990165923570034,0.0204159284306134,12.627136046451383,2,2,0.0765006954836741,0.9699676306971806,0.0456113957509942,22.373571895402407,2,2,LorenzCoupled,0,5,Laplace_noise,0,0
1.0,0.5,0.0111618264571999,0.9971698763132376,0.0040443532106407,7.63448862263018,2,2,0.0559085023041856,0.9858241859189254,0.0121882162907092,17.321433508042556,2,2,LorenzStenflo,0,5,Laplace_noise,0,0
1.0,0.5,0.0003605021928384,0.9998955087282292,0.0005311628606055,1.3090433059579982,2,2,0.0003541168364223,0.9998973595186708,0.000571698650363,1.2972376605195874,2,2,LuChen,0,5,Laplace_noise,0,0
1.0,0.5,1.3681774004223675e-06,0.999998894450722,0.0002949878465843,0.0642572996638624,2,2,1.8610887852500851e-06,0.9999984961560088,0.0003284996459521,0.074366023382646,2,2,LuChenCheng,0,5,Laplace_noise,0,0
1.0,0.5,0.3238358600584949,0.94617444569165,0.0424696664449975,39.77013593737001,4,4,2.04272664739734,0.6604733827910878,0.1740193913635121,99.8408993745274,4,4,MacArthur,0,5,Laplace_noise,0,0
1.0,0.5,0.1377492297247977,0.8621139289692239,0.0348846787880535,16.163229394806464,7,7,1.134685609611878,-0.1358128163556418,0.1610007272256268,44.28846729049109,7,7,MackeyGlass,0,5,Laplace_noise,0,0
1.0,0.5,8.289384561719798e-06,0.9999915501426232,0.0007336730874609,0.1169597486641351,2,2,9.301659723653056e-06,0.9999905182709948,0.0008205177230117,0.1306847633144404,2,2,MooreSpiegel,0,5,Laplace_noise,0,0
1.0,0.5,2.037464152604503e-07,0.9999999440422498,0.0002551035402981,0.0234732906359719,0,0,2.581806102508943e-07,0.9999999290922196,0.0002911089758208,0.0263298190871605,0,0,MultiChua,0,5,Laplace_noise,0,0
1.0,0.5,0.0008408177046731,0.9996832307592952,0.0027292420585457,1.5179264703808528,0,0,0.0056177326204635,0.997883578227746,0.0055813637880419,3.5391095965834865,0,0,NewtonLiepnik,0,5,Laplace_noise,0,0
1.0,0.5,0.0006867617537567,0.999336258221728,0.0024806075495678,1.27358871122032,1,1,0.0035091671705663,0.9966084586899248,0.0049625097008961,2.6515141360315777,1,1,NoseHoover,0,5,Laplace_noise,0,0
1.0,0.5,0.0006776530624285,0.999342283360784,0.0083396038341978,1.3393762097016273,1,1,0.0012810650874103,0.9987566236019229,0.010563113515865,1.8421364197923265,0,0,NuclearQuadrupole,0,5,Laplace_noise,0,0
1.0,0.5,0.0006672634449964,0.999612471889701,0.0072381524279505,1.3119397297235205,1,1,0.0013816676076818,0.9991975657574512,0.0101262472893797,1.9189040414117196,1,1,OscillatingFlow,0,5,Laplace_noise,0,0
1.0,0.5,2.37587863266407e-05,0.9999896609559162,0.0008512528978901,0.277440269174355,2,2,2.5856391654857e-05,0.9999887481469174,0.0008924133883257,0.294564297533206,2,2,PanXuZhou,0,5,Laplace_noise,0,0
1.0,0.5,0.0006481554775396,0.9993908596396752,0.0025458593766528,1.1650393267340644,2,2,0.0022829409994419,0.997854478514509,0.0042040899483092,2.2259432566654724,2,2,PehlivanWei,0,5,Laplace_noise,0,0
1.0,0.5,0.0463336779298726,0.9538263061753572,0.1193121711410315,9.546100776490292,0,0,0.0932902661226109,0.9070318529151844,0.2174084542444608,13.21615745328046,0,0,PiecewiseCircuit,0,5,Laplace_noise,0,0
1.0,0.5,0.4507794785191387,0.9809272694473132,0.0231536255160876,49.67802032103545,2,2,0.9615886500382834,0.9593146491828968,0.0469511898815591,73.02294297219605,2,2,Qi,0,5,Laplace_noise,0,0
1.0,0.5,0.0101429772073895,0.999430557954183,0.0016208492628227,6.90768979999797,2,2,0.0803760907886991,0.9954875649784416,0.005891150317278,19.44278043939479,2,2,QiChen,0,5,Laplace_noise,0,0
1.0,0.5,1.2245705999488074e-06,0.9999998051783696,0.000307766400053,0.0514482467081531,0,0,1.3491151193273774e-06,0.9999997853641044,0.0003310765963478,0.053979961667085,0,0,RabinovichFabrikant,0,5,Laplace_noise,0,0
1.0,0.5,0.0038738478274875,0.9986334730000926,0.0017397611161393,4.0006581358351605,2,2,0.0229496871402249,0.9919043368472,0.0052629730003028,9.470328440475765,2,2,RayleighBenard,0,5,Laplace_noise,0,0
1.0,0.5,0.0145699524107894,0.9920939427425576,0.0049571540762685,5.594792484868741,1,1,0.0205136056189083,0.9888687528958856,0.0065811403028036,6.290872951528366,1,1,RikitakeDynamo,0,5,Laplace_noise,0,0
1.0,0.5,0.0047333711454226,0.9954334958341374,0.0033874258437392,4.701704374850258,2,2,0.0204591873556162,0.9802620666287848,0.0059658923199628,9.747136497762456,2,2,Rossler,0,5,Laplace_noise,0,0
1.0,0.5,0.0026204036562904,0.9985637873087044,0.0022308354437522,2.853292483826187,2,2,0.0256548456066644,0.985938878246843,0.0072832309547707,8.96187214433621,2,2,Rucklidge,0,5,Laplace_noise,0,0
1.0,0.5,0.0263728645793602,0.977028210257965,0.0117198712117375,7.469928839644689,2,2,0.0444381342576324,0.9612926584587416,0.0199768281673632,9.215793670862457,1,1,Sakarya,0,5,Laplace_noise,0,0
1.0,0.5,1.477597952295647e-06,0.999999522910811,0.0001493449481001,0.0643313248767373,2,2,1.2693413362260656e-06,0.99999959015304,0.0001514112667096,0.0608243327940743,2,2,SaltonSea,0,5,Laplace_noise,0,0
1.0,0.5,0.0025798353734703,0.9971789177614496,0.003717716597178,2.404016560884688,2,2,0.0095210490794839,0.9895886137826042,0.0083261708169278,4.567467337544264,2,2,SanUmSrisuchinwong,0,5,Laplace_noise,0,0
1.0,0.5,0.0020488629235346,0.9979626232400676,0.0169626127281586,2.186805249228018,9,9,0.0079046146695365,0.992139699518721,0.0317148627121539,4.484420798778993,9,9,ScrollDelay,0,5,Laplace_noise,0,0
1.0,0.5,2.753211529739081e-06,0.9999981811460944,0.0003835674004108,0.0903922152086471,2,2,3.854532293424607e-06,0.999997453580649,0.0004432472894132,0.10471574209292,2,2,ShimizuMorioka,0,5,Laplace_noise,0,0
1.0,0.5,0.0001722206031143,0.9998273356371912,0.0018829585997329,0.7459143343548871,1,1,0.0002282660358511,0.9997711457925568,0.002215324160928,0.8598417603869305,1,1,SprottA,0,5,Laplace_noise,0,0
1.0,0.5,0.0260391163919359,0.9721847760834362,0.0155156073076994,7.667238422295185,0,0,0.0385475364728089,0.958823166566622,0.0233591934829895,9.126722987232458,0,0,SprottB,0,5,Laplace_noise,0,0
1.0,0.5,9.468157437341496e-05,0.9998852632793136,0.0006474660890351,0.474596924747133,0,0,0.000151268589779,0.9998166901844528,0.0008590936158147,0.4968064152097139,1,1,SprottC,0,5,Laplace_noise,0,0
1.0,0.5,0.004017786111675,0.9982860059061964,0.002940945477226,3.351121779221393,0,0,0.0454188613837791,0.9806242398188229,0.0112394568778947,10.180897556361222,0,0,SprottD,0,5,Laplace_noise,0,0
1.0,0.5,2.735070902780832e-05,0.999964276490614,0.0003324229655689,0.2678143810711304,4,4,0.0003080552219701,0.9995976406460896,0.0005818515025335,0.9239107642286988,4,4,SprottDelay,0,5,Laplace_noise,0,0
1.0,0.5,0.0001825523242936,0.9998021779531268,0.0007490345410777,0.7674201565838316,1,1,0.0031129587701193,0.9966266555185216,0.0014283964768884,3.243519399774986,1,1,SprottE,0,5,Laplace_noise,0,0
1.0,0.5,0.0001407822915367,0.9999017349867492,0.0008824807777448,0.6506057418179345,2,2,0.0007677088357076,0.99946414482894,0.0014398252008758,1.5765626141096427,2,2,SprottF,0,5,Laplace_noise,0,0
1.0,0.5,3.1252398689900615e-07,0.9999997250310306,0.0004274540815499,0.0242097398470822,0,0,3.493441866876222e-07,0.9999996926353976,0.000463744849945,0.0251648211235284,0,0,SprottG,0,5,Laplace_noise,0,0
1.0,0.5,0.0003774840478763,0.9997120676643452,0.0022279635331337,0.9717218889538554,2,2,0.0021319655306284,0.9983738072688824,0.003353918895274,2.556945195322659,2,2,SprottH,0,5,Laplace_noise,0,0
1.0,0.5,5.276421534906033e-07,0.9999995893126268,0.0003022888723217,0.0316154588401283,1,1,6.020029153339654e-07,0.999999531434336,0.0003378964494356,0.0329145756540291,1,1,SprottI,0,5,Laplace_noise,0,0
1.0,0.5,9.950043469077802e-08,0.999999910449462,0.000175386506716,0.0140803904685554,2,2,1.0837796605559269e-07,0.9999999024596706,0.0001928579107193,0.0146231098961698,2,2,SprottJ,0,5,Laplace_noise,0,0
1.0,0.5,4.668232879928515e-05,0.9999579734610852,0.0005352212883708,0.3399771017426423,0,0,8.11592076990915e-05,0.999926935080396,0.0007258184201588,0.4463091691449211,0,0,SprottJerk,0,5,Laplace_noise,0,0
1.0,0.5,1.605409308757583e-05,0.999985524916207,0.0008844758761426,0.2205672312992096,2,2,1.3760956633011634e-05,0.9999875925099444,0.0009133118435361,0.2020343528428755,2,2,SprottK,0,5,Laplace_noise,0,0
1.0,0.5,1.7509082671753954e-06,0.9999995528099852,0.0003143941320172,0.0743633727214329,1,1,1.9755720348668478e-06,0.9999994954298268,0.0003509123466314,0.0794428084474035,1,1,SprottL,0,5,Laplace_noise,0,0
1.0,0.5,1.1883403119213157e-07,0.9999999208280136,0.0004677329216255,0.01874368208004,1,1,1.416973355360835e-07,0.9999999055955652,0.0004938595363825,0.0206610214700464,1,1,SprottM,0,5,Laplace_noise,0,0
1.0,0.5,0.0009315515617649,0.9987578224184528,0.0131799377461478,1.7383177821416878,1,1,0.001953641664491,0.9973949162047356,0.0191478863160434,2.4773247361661594,1,1,SprottMore,0,5,Laplace_noise,0,0
1.0,0.5,3.418881996446093e-08,0.9999999690712064,0.000265745354592,0.008135465066585,0,0,3.770837917439092e-08,0.9999999658872496,0.0002808988479986,0.0084926476767364,0,0,SprottN,0,5,Laplace_noise,0,0
1.0,0.5,1.7337384477471104e-07,0.9999998493527869,0.0003726467422958,0.0190926544820538,0,0,2.0813891153510722e-07,0.999999819144883,0.0004121704419154,0.0212154434308097,0,0,SprottO,0,5,Laplace_noise,0,0
1.0,0.5,5.920112227033395e-06,0.9999955407111843,0.000470973667017,0.1089515005036374,2,2,7.520484098322789e-06,0.9999943352407282,0.0005045780589685,0.1238263491614374,2,2,SprottP,0,5,Laplace_noise,0,0
1.0,0.5,6.476726190960235e-07,0.9999994143331248,0.0005408213451389,0.0407522717657488,0,0,8.255209308940528e-07,0.999999253511342,0.0005943477696771,0.0466955970533251,0,0,SprottQ,0,5,Laplace_noise,0,0
1.0,0.5,0.000615936385612,0.9994337429160703,0.0011817914692947,1.2300736750724104,2,2,0.0040462405652201,0.9962801152247852,0.0023095149183548,3.2988414996527373,2,2,SprottR,0,5,Laplace_noise,0,0
1.0,0.5,2.774534898558823e-07,0.9999997861045162,0.0004359602698086,0.0214549963287334,0,0,3.2185625064545065e-07,0.9999997518733736,0.0004748040878042,0.0229151895797636,1,1,SprottS,0,5,Laplace_noise,0,0
1.0,0.5,0.0709576911876374,0.9566550317790384,0.0184397696331089,13.580129543403858,1,1,0.0994004934975283,0.9392805605751032,0.0253166554957578,17.40847404167115,1,1,SprottTorus,0,5,Laplace_noise,0,0
1.0,0.5,1.2458729840403678e-07,0.999999976169238,0.0001487916940332,0.0223186574030977,0,0,1.7457537461483953e-07,0.999999966607638,0.0001744679374465,0.0259845497608861,0,0,StickSlipOscillator,0,5,Laplace_noise,0,0
1.0,0.5,0.0076601703748035,0.9969422047839972,0.0132056056295212,5.934056583939171,2,2,0.0139378516477129,0.9944362730847452,0.021399892099043,7.948429953077508,2,2,SwingingAtwood,0,5,Laplace_noise,0,0
1.0,0.5,2.2457845731767635e-07,0.9999997749252518,0.0009640503802645,0.0220746298539778,2,2,2.570424991118785e-07,0.9999997423894684,0.0010652296960655,0.0237407185701321,2,2,Thomas,0,5,Laplace_noise,0,0
1.0,0.5,0.001973485171876,0.9981604134476424,0.0110627231355835,2.074390415203452,2,2,0.0040574913326679,0.9962178046238936,0.0147875642565395,3.013377020546212,0,0,ThomasLabyrinth,0,5,Laplace_noise,0,0
1.0,0.5,1.6397004328756286e-06,0.999999985667101,0.0001252562109285,0.0822914740490222,0,0,3.391223720890395e-06,0.9999999703567396,0.0001554585891926,0.1217288952422054,0,0,Torus,0,5,Laplace_noise,0,0
