Name,res_type,MSE_On_test_1,R2_1,smape_1,directed_hausdorff_1,lasso_gamma
HyperYangChen,Sparse KFs with gamma=10.0,2.966402642807302e-07,0.9999999077205532,0.0003881487528464968,0.03496754786892047,10.0
HyperYangChen,Trained Gaussian kernel,5.846263615479128e-05,0.999981447596548,0.0018512766652674,0.463797692645408,0.0
HyperYangChen,Random Initialization,0.0067274015276417,0.997865141301636,0.0828047850890999,4.334366021246159,0.0
HyperYangChen,Gaussian kernel with sigma=0.5,0.0482741269071851,0.984680795503244,0.0153985505725873,16.103378025502007,0.0
IkedaDelay,Regular KFs,4.548533900788686e-05,0.9999366186450666,0.013363169144918599,0.4251844326174328,0.0
IkedaDelay,Sparse KFs with gamma=0.0001,6.950906835150444e-06,0.9999898777432531,0.004475530688433133,0.1558210881304844,0.0001
IkedaDelay,Sparse KFs with gamma=0.001,6.52374912382769e-05,0.999940391424626,0.017502709868849265,0.36055657905061383,0.001
IkedaDelay,Sparse KFs with gamma=0.01,0.00011618832507457255,0.9998976727074763,0.03252829105183424,0.6029988491153907,0.01
IkedaDelay,Sparse KFs with gamma=0.1,0.00012783260379249376,0.9998874175676952,0.034389392128984966,0.6247369686788141,0.10000000000000002
IkedaDelay,Sparse KFs with gamma=1.0,0.00033627255171922525,0.9997032215615831,0.004274151217011266,1.127274630012318,1.0
IkedaDelay,Sparse KFs with gamma=10.0,3.636082513466575e-05,0.9999602140071339,0.005146376978824967,0.33957340453329365,10.0
IkedaDelay,Trained Gaussian kernel,0.0276849405513007,0.971904414265616,0.07724223483208627,7.795844031906661,0.0
IkedaDelay,Random Initialization,1.1592981928250068,-0.1764938309286348,0.3142803893925071,57.96047149062987,0.0
IkedaDelay,Gaussian kernel with sigma=0.5,0.0135559971561744,0.9862429294507382,0.0466463012920297,5.475301402922368,0.0
IsothermalChemical,Regular KFs,5.283700581685327e-06,0.9999998936649671,0.00011704233403795089,0.1484620083559778,0.0
IsothermalChemical,Sparse KFs with gamma=0.0001,1.285924624829049e-06,0.999999974213193,6.143214177963095e-05,0.0610528387358793,0.0001
IsothermalChemical,Sparse KFs with gamma=0.001,6.38779967290296e-07,0.9999999872019051,2.8878390187583314e-05,0.048670966138305904,0.001
IsothermalChemical,Sparse KFs with gamma=0.01,5.928218080444803e-07,0.9999999881255089,2.2532397599061853e-05,0.042926341264749625,0.01
IsothermalChemical,Sparse KFs with gamma=0.1,6.725327758337527e-07,0.9999999865134616,6.408667444714459e-05,0.06216022666799533,0.10000000000000002
IsothermalChemical,Sparse KFs with gamma=1.0,2.4359300196334545e-05,0.9999995121107063,0.0004252089132498953,0.29250576550040314,1.0
IsothermalChemical,Sparse KFs with gamma=10.0,6.014330502311517e-06,0.9999998793984236,0.0001994107881472761,0.14452713397423508,10.0
IsothermalChemical,Trained Gaussian kernel,9.700872106339426e-06,0.9999998054265801,0.00020579048950426665,0.19865722196597124,0.0
IsothermalChemical,Random Initialization,0.1227098525906602,0.997538770185172,0.0393677543409273,23.720664610646207,0.0
IsothermalChemical,Gaussian kernel with sigma=0.5,0.0004079831554176,0.999991816954508,0.0002351774982047,1.3498081724343851,0.0
ItikBanksTumor,Regular KFs,1.638065276247119e-05,0.9999881875281152,0.06763616837819716,0.1989443198019717,0.0
ItikBanksTumor,Sparse KFs with gamma=0.0001,4.335837541209283e-07,0.9999996853572197,0.017605649279515467,0.03149909161899153,0.0001
ItikBanksTumor,Sparse KFs with gamma=0.001,3.443681195168438e-06,0.999997510928381,0.039165545864097935,0.1095336195792654,0.001
ItikBanksTumor,Sparse KFs with gamma=0.01,2.4844248373827925e-06,0.9999981970132551,0.05134909437922447,0.07922856296784593,0.01
ItikBanksTumor,Sparse KFs with gamma=0.1,9.271612264663263e-08,0.999999932720489,0.022071373415115735,0.015311368318558567,0.10000000000000002
ItikBanksTumor,Sparse KFs with gamma=1.0,1.1087641148795191e-07,0.9999999199941237,0.0218745394243063,0.0206888299355036,1.0
ItikBanksTumor,Sparse KFs with gamma=10.0,1.6965000548967e-06,0.9999987688228414,0.022311016630824933,0.09370327515663229,10.0
ItikBanksTumor,Trained Gaussian kernel,9.386296667374327e-07,0.9999993524785961,0.056635529395895036,0.045985025530589335,0.0
ItikBanksTumor,Random Initialization,150.58990157983482,-102.88568348224364,0.4220587139399429,415.1236462254944,0.0
ItikBanksTumor,Gaussian kernel with sigma=0.5,0.0005526982854676,0.9996187165371456,0.0317906666343082,1.5270715271060622,0.0
JerkCircuit,Regular KFs,0.0003501376611029527,0.9996763644819472,0.007350785720106834,1.4107344020962358,0.0
JerkCircuit,Sparse KFs with gamma=0.0001,4.84658480591117e-05,0.9999551971689616,0.0011013604829985667,0.5988581508639306,0.0001
JerkCircuit,Sparse KFs with gamma=0.001,3.4738789879184966e-05,0.9999678881097059,0.0025613815823910665,0.42893843394685444,0.001
JerkCircuit,Sparse KFs with gamma=0.01,2.7968221130847957e-05,0.9999741489698811,0.001191176634172,0.40086452837248426,0.01
JerkCircuit,Sparse KFs with gamma=0.1,5.182699372318747e-05,0.9999520535737636,0.0017188332020738998,0.6011382539785749,0.10000000000000002
JerkCircuit,Sparse KFs with gamma=1.0,7.866819257750002e-05,0.999927351767651,0.0018005096524041665,0.7457889198669007,1.0
JerkCircuit,Sparse KFs with gamma=10.0,7.307145845832086e-05,0.999932537667128,0.0015744057015009336,0.727604361117726,10.0
JerkCircuit,Trained Gaussian kernel,0.0003465695767383,0.9996866078380308,0.0031299044723710665,1.2253119599715758,0.0
JerkCircuit,Random Initialization,694.4809566028233,-626.9976750541798,0.4902945143009055,403.0631103864532,0.0
JerkCircuit,Gaussian kernel with sigma=0.5,0.0007038631858162,0.9993635182649052,0.0023320434622174,1.4263208721646454,0.0
KawczynskiStrizhak,Regular KFs,6.128217495688425e-07,0.9999998540185949,0.0002409617543003333,0.0673293226397106,0.0
KawczynskiStrizhak,Sparse KFs with gamma=0.0001,3.4726026258409024e-08,0.999999992212287,8.747390866266943e-05,0.013278906936741433,0.0001
KawczynskiStrizhak,Sparse KFs with gamma=0.001,2.989363295126042e-07,0.9999999278354794,0.0002800330390733588,0.0286045226159833,0.001
KawczynskiStrizhak,Sparse KFs with gamma=0.01,1.876788804899525e-06,0.9999995791091078,0.0007660423408484667,0.0824329508611082,0.01
KawczynskiStrizhak,Sparse KFs with gamma=0.1,1.9986350680457212e-07,0.9999999516810784,0.0002307867019207,0.03395845518930083,0.10000000000000002
KawczynskiStrizhak,Sparse KFs with gamma=1.0,2.5148771278857274e-07,0.9999999407170344,0.0003569910452928333,0.03641863702374207,1.0
KawczynskiStrizhak,Sparse KFs with gamma=10.0,1.1666883191603219e-07,0.999999972601702,0.0001376596691894667,0.0248860656604451,10.0
KawczynskiStrizhak,Trained Gaussian kernel,1.3042475002825657e-07,0.9999999691521193,0.00041120261313026666,0.016133418412209367,0.0
KawczynskiStrizhak,Random Initialization,0.0520791809271281,0.9876823044888594,0.0386814194906079,15.606485185886964,0.0
KawczynskiStrizhak,Gaussian kernel with sigma=0.5,8.58661216333399e-08,0.9999999796910642,0.0001758879231219,0.0126496114630897,0.0
Laser,Regular KFs,3.725168903698696e-05,0.9999746348465038,0.00614251066892587,0.25667800433649884,0.0
Laser,Sparse KFs with gamma=0.0001,3.4902456331725976e-07,0.9999997623447063,0.0005572496229309369,0.03524499801650236,0.0001
Laser,Sparse KFs with gamma=0.001,4.561908343742159e-07,0.9999996893738204,0.0010056347214027668,0.035714861212967165,0.001
Laser,Sparse KFs with gamma=0.01,2.545340266220931e-07,0.9999998266747339,0.0001265271506804286,0.022847962037895634,0.01
Laser,Sparse KFs with gamma=0.1,2.3294141437315616e-05,0.9999840850834204,0.0032814521028535666,0.18212310866757483,0.10000000000000002
Laser,Sparse KFs with gamma=1.0,2.629168675582218e-07,0.9999998209615449,0.0002339195727926333,0.024927253760858036,1.0
Laser,Sparse KFs with gamma=10.0,8.366450212681705e-08,0.9999999428412228,0.0002617237958057,0.0180141609456649,10.0
Laser,Trained Gaussian kernel,3.14845517527771e-07,0.9999997943849723,0.0011094340429144668,0.030303083482529265,0.0
Laser,Random Initialization,0.2252902834392979,0.8528704863197997,0.2253314612894064,25.24290643199012,0.0
Laser,Gaussian kernel with sigma=0.5,3.712837788624608e-06,0.9999975752704028,0.0009204856412845,0.1181647179615257,0.0
LiuChen,Regular KFs,0.0444140081210308,0.9573890536470424,0.8479616452985659,14.744054428315382,0.0
LiuChen,Sparse KFs with gamma=0.0001,0.0007394777840767667,0.9992789999213221,0.539922115533436,1.9747323282156692,0.0001
LiuChen,Sparse KFs with gamma=0.001,0.0009244307867366667,0.9990972951911744,0.5919176520691797,2.0193708975486007,0.001
LiuChen,Sparse KFs with gamma=0.01,0.0006997589940525,0.9993149893041186,0.6579007628942746,2.0563964974202333,0.01
LiuChen,Sparse KFs with gamma=0.1,0.0011326644863372667,0.9989041148306844,0.5522813636022396,2.4684900900136504,0.10000000000000002
LiuChen,Sparse KFs with gamma=1.0,0.00051822926142155,0.9995028958261071,0.4921848179442165,1.4079997112711695,1.0
LiuChen,Sparse KFs with gamma=10.0,0.0005531875160813495,0.9994585399557937,0.45701022229606303,1.5040089486340917,10.0
LiuChen,Trained Gaussian kernel,0.0689545788878978,0.9351816298673206,0.55368773034232,13.613805760320227,0.0
LiuChen,Random Initialization,27.796959375211458,-25.12957152961069,0.8622854205101039,109.02461443122048,0.0
LiuChen,Gaussian kernel with sigma=0.5,0.0612057866123646,0.9424656143959376,0.5084453044823715,13.228797892709544,0.0
Lorenz,Regular KFs,6.19283469412165e-06,0.9999974186326264,0.0004325068322453,0.11636197764541907,0.0
Lorenz,Sparse KFs with gamma=0.0001,2.019748701654407e-08,0.9999999916102505,0.00015884700725463327,0.009006199663958266,0.0001
Lorenz,Sparse KFs with gamma=0.001,1.2104768776818304e-07,0.9999999492829819,0.00039028766537189345,0.0229099659263366,0.001
Lorenz,Sparse KFs with gamma=0.01,1.6104670872938366e-06,0.9999993255718077,0.0010525258922535325,0.07636859622465764,0.01
Lorenz,Sparse KFs with gamma=0.1,1.37623739258264e-06,0.9999994271810628,0.0017037839029570047,0.05193176648460767,0.10000000000000002
Lorenz,Sparse KFs with gamma=1.0,7.892618554614696e-08,0.9999999672340695,0.00042781873530916854,0.015712373558896164,1.0
Lorenz,Sparse KFs with gamma=10.0,7.81230932180879e-08,0.9999999675638934,0.00036346580738118355,0.014322394716102733,10.0
Lorenz,Trained Gaussian kernel,7.300563714104094e-07,0.9999997059203642,0.0006721926902256,0.04949411322670003,0.0
Lorenz,Random Initialization,0.5703189469929598,0.770265427713431,0.2248344633271836,24.12375931802336,0.0
Lorenz,Gaussian kernel with sigma=0.5,6.497427543917218e-05,0.9999738272111484,0.0004408505422275,0.490926635199807,0.0
Lorenz84,Regular KFs,2.2225549707138913e-05,0.9999788221869087,0.004525878171701333,0.31912504736631203,0.0
Lorenz84,Sparse KFs with gamma=0.0001,1.0229528997966923e-07,0.9999999025146633,0.00038432006023370003,0.019527722656507564,0.0001
Lorenz84,Sparse KFs with gamma=0.001,1.2788699496918232e-05,0.9999878097619238,0.0035463632753695664,0.22930988420231904,0.001
Lorenz84,Sparse KFs with gamma=0.01,1.9396569663996366e-05,0.9999815057547584,0.0032832877308299328,0.22428142078131227,0.01
Lorenz84,Sparse KFs with gamma=0.1,1.866331668249141e-06,0.9999982262519224,0.0011201786486036334,0.08197209451892656,0.10000000000000002
Lorenz84,Sparse KFs with gamma=1.0,1.8595996809556847e-07,0.9999998231814692,0.0011302406583809665,0.029155004414622303,1.0
Lorenz84,Sparse KFs with gamma=10.0,1.050324646875506e-06,0.9999989998563189,0.0010251636120876333,0.04576801984179377,10.0
Lorenz84,Trained Gaussian kernel,4.834481797362413e-07,0.9999995379000044,0.0022040301189395002,0.034535468019902794,0.0
Lorenz84,Random Initialization,8.176638388361352,-6.815573045570607,0.3358746656602296,68.2046668848435,0.0
Lorenz84,Gaussian kernel with sigma=0.5,3.186777573315798e-05,0.999969539446749,0.0026259664101121,0.2467300290358044,0.0
Lorenz96,Regular KFs,4.0957022166217634e-05,0.9999584847562114,0.008833235984557701,0.37010940996109093,0.0
Lorenz96,Sparse KFs with gamma=0.0001,8.02882516425746e-07,0.9999991916139673,0.0017536081861860998,0.058896661905828734,0.0001
Lorenz96,Sparse KFs with gamma=0.001,3.570521667743504e-07,0.9999996385541446,0.0014636083557664,0.026889859444966302,0.001
Lorenz96,Sparse KFs with gamma=0.01,1.7420862727290414e-05,0.999982613008883,0.006958227286768234,0.19503871925774977,0.01
Lorenz96,Sparse KFs with gamma=0.1,4.0319759869844805e-07,0.9999995915129297,0.0010943752215066666,0.0321837441661759,0.10000000000000002
Lorenz96,Sparse KFs with gamma=1.0,2.3892139989076624e-06,0.999997626311908,0.0017851766395926667,0.05770107713178987,1.0
Lorenz96,Sparse KFs with gamma=10.0,1.5395049017303312e-06,0.9999984671676884,0.0015152864156391666,0.06725651243632517,10.0
Lorenz96,Trained Gaussian kernel,2.316909983660354e-06,0.9999978154858516,0.0030988115132971335,0.06684466781973616,0.0
Lorenz96,Random Initialization,14.240298096607695,-12.426560759141,0.4303600491423941,137.1001708003161,0.0
Lorenz96,Gaussian kernel with sigma=0.5,0.0015546464670904,0.9985341911308482,0.0153819319371319,1.7985354237226852,0.0
LorenzBounded,Regular KFs,2.535544031682793e-06,0.9999990442254635,0.0013091174190833002,0.11975320782581239,0.0
LorenzBounded,Sparse KFs with gamma=0.0001,3.0147673323354905e-08,0.9999999886077539,0.0001729236957802667,0.011658013576640933,0.0001
LorenzBounded,Sparse KFs with gamma=0.001,3.147252141393692e-07,0.9999998790545765,0.0003802278004713536,0.026233132925109367,0.001
LorenzBounded,Sparse KFs with gamma=0.01,1.9855802737094105e-07,0.9999999250956216,0.00037404169542813335,0.0285850214885059,0.01
LorenzBounded,Sparse KFs with gamma=0.1,1.2199919796610723e-07,0.9999999539515233,0.0003341245868840333,0.018422270728697367,0.10000000000000002
LorenzBounded,Sparse KFs with gamma=1.0,1.5357080018415705e-06,0.9999994207478798,0.0012379614395729725,0.07858521551085583,1.0
LorenzBounded,Sparse KFs with gamma=10.0,1.3281644977242372e-06,0.9999994936629074,0.0019133311298378667,0.0810832499480293,10.0
LorenzBounded,Trained Gaussian kernel,8.418977825695519e-07,0.99999967466784,0.0005972097466694,0.051833961174052735,0.0
LorenzBounded,Random Initialization,4.944457600094932,-0.9106726549246866,0.3524469454207889,86.91861598225898,0.0
LorenzBounded,Gaussian kernel with sigma=0.5,5.874203676636869e-05,0.999977300482192,0.0006847821580595,0.4452597304943402,0.0
LorenzCoupled,Regular KFs,1.106387324676393e-06,0.9999995496066306,0.0007311845961426242,0.0580923875895312,0.0
LorenzCoupled,Sparse KFs with gamma=0.0001,9.424256181444727e-09,0.9999999961635293,0.00010915139762186668,0.008928204728117667,0.0001
LorenzCoupled,Sparse KFs with gamma=0.001,4.6496610379779425e-07,0.9999998101943651,0.0014816741556964998,0.05500174856289263,0.001
LorenzCoupled,Sparse KFs with gamma=0.01,1.1020714975375013e-05,0.9999954908977123,0.0026049929282341115,0.2193461888611107,0.01
LorenzCoupled,Sparse KFs with gamma=0.1,2.491831767966559e-06,0.9999989851006751,0.0028291117820583005,0.08367850059805808,0.10000000000000002
LorenzCoupled,Sparse KFs with gamma=1.0,8.307748853053849e-07,0.9999996612664579,0.0011783126886419002,0.0624239748649431,1.0
LorenzCoupled,Sparse KFs with gamma=10.0,7.499744289771527e-05,0.9999690053714687,0.00876789293926409,0.4569081630464664,10.0
LorenzCoupled,Trained Gaussian kernel,9.07603907995874e-06,0.9999964369610534,0.0013253541212211,0.23468766902702576,0.0
LorenzCoupled,Random Initialization,0.5626150224672458,0.7791306075948516,0.2078897888763869,40.401379390324415,0.0
