System,Optimization method,Metric,Value
ForcedBrusselator,Sparse KFs with gamma=1.0,MSE,1.637309958810346e-07
ForcedBrusselator,Sparse KFs with gamma=1.0,Hausdorff Distance,0.035223507894201
ForcedBrusselator,Sparse KFs with gamma=1.0,SMAPE,8.113945864247667e-05
ForcedBrusselator,Sparse KFs with gamma=10.0,MSE,1.0887243179049555e-07
ForcedBrusselator,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0231354184300739
ForcedBrusselator,Sparse KFs with gamma=10.0,SMAPE,0.0001222032228348
ForcedBrusselator,Trained Gaussian kernel,MSE,1.4766245219455525e-06
ForcedBrusselator,Trained Gaussian kernel,Hausdorff Distance,0.0658980283070478
ForcedBrusselator,Trained Gaussian kernel,SMAPE,0.0004032716147142
ForcedBrusselator,Random Initialization,MSE,4.522484897255096
ForcedBrusselator,Random Initialization,Hausdorff Distance,134.2595722431063
ForcedBrusselator,Random Initialization,SMAPE,0.2186876720125531
ForcedBrusselator,Gaussian kernel with sigma=0.5,MSE,0.0006588191528098
ForcedBrusselator,Gaussian kernel with sigma=0.5,Hausdorff Distance,1.3912136448251016
ForcedBrusselator,Gaussian kernel with sigma=0.5,SMAPE,0.0007744907705301
ForcedFitzHughNagumo,Regular KFs,MSE,8.035806283613974e-05
ForcedFitzHughNagumo,Regular KFs,Hausdorff Distance,0.516954474890604
ForcedFitzHughNagumo,Regular KFs,SMAPE,0.0053456287322917
ForcedFitzHughNagumo,Sparse KFs with gamma=0.0001,MSE,1.7523962519343825e-07
ForcedFitzHughNagumo,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0395184219074017
ForcedFitzHughNagumo,Sparse KFs with gamma=0.0001,SMAPE,0.0005977868588967
ForcedFitzHughNagumo,Sparse KFs with gamma=0.001,MSE,1.444282678065951e-06
ForcedFitzHughNagumo,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0755150879625295
ForcedFitzHughNagumo,Sparse KFs with gamma=0.001,SMAPE,0.0008656906681701
ForcedFitzHughNagumo,Sparse KFs with gamma=0.01,MSE,3.0031138026062854e-06
ForcedFitzHughNagumo,Sparse KFs with gamma=0.01,Hausdorff Distance,0.1191435041497412
ForcedFitzHughNagumo,Sparse KFs with gamma=0.01,SMAPE,0.0013405485338779
ForcedFitzHughNagumo,Sparse KFs with gamma=0.1,MSE,2.5946650030561648e-06
ForcedFitzHughNagumo,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0953755076806332
ForcedFitzHughNagumo,Sparse KFs with gamma=0.1,SMAPE,0.0019635989345574
ForcedFitzHughNagumo,Sparse KFs with gamma=1.0,MSE,3.633426939251908e-06
ForcedFitzHughNagumo,Sparse KFs with gamma=1.0,Hausdorff Distance,0.1020681575614108
ForcedFitzHughNagumo,Sparse KFs with gamma=1.0,SMAPE,0.0024316425681167
ForcedFitzHughNagumo,Sparse KFs with gamma=10.0,MSE,2.771937567399392e-06
ForcedFitzHughNagumo,Sparse KFs with gamma=10.0,Hausdorff Distance,0.1090813002860711
ForcedFitzHughNagumo,Sparse KFs with gamma=10.0,SMAPE,0.0012778882526535
ForcedFitzHughNagumo,Trained Gaussian kernel,MSE,4.5027874090550285e-07
ForcedFitzHughNagumo,Trained Gaussian kernel,Hausdorff Distance,0.0304482774415488
ForcedFitzHughNagumo,Trained Gaussian kernel,SMAPE,0.0015323226509115
ForcedFitzHughNagumo,Random Initialization,MSE,125.93318384404095
ForcedFitzHughNagumo,Random Initialization,Hausdorff Distance,277.319759079891
ForcedFitzHughNagumo,Random Initialization,SMAPE,0.4706642269757757
ForcedFitzHughNagumo,Gaussian kernel with sigma=0.5,MSE,1.0627645170350016e-05
ForcedFitzHughNagumo,Gaussian kernel with sigma=0.5,Hausdorff Distance,0.1537452333748806
ForcedFitzHughNagumo,Gaussian kernel with sigma=0.5,SMAPE,0.0007652462133134
ForcedVanDerPol,Regular KFs,MSE,6.724194976581633e-05
ForcedVanDerPol,Regular KFs,Hausdorff Distance,0.6738748358093907
ForcedVanDerPol,Regular KFs,SMAPE,0.0065948985745507
ForcedVanDerPol,Sparse KFs with gamma=0.0001,MSE,1.4081013245745532e-05
ForcedVanDerPol,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.2417200839031941
ForcedVanDerPol,Sparse KFs with gamma=0.0001,SMAPE,0.0082281931479483
ForcedVanDerPol,Sparse KFs with gamma=0.001,MSE,4.146390130963583e-05
ForcedVanDerPol,Sparse KFs with gamma=0.001,Hausdorff Distance,0.5159680322249397
ForcedVanDerPol,Sparse KFs with gamma=0.001,SMAPE,0.0105838289469952
ForcedVanDerPol,Sparse KFs with gamma=0.01,MSE,2.1239616703406124e-05
ForcedVanDerPol,Sparse KFs with gamma=0.01,Hausdorff Distance,0.309506664957088
ForcedVanDerPol,Sparse KFs with gamma=0.01,SMAPE,0.0065414704263572
ForcedVanDerPol,Sparse KFs with gamma=0.1,MSE,5.381030531269138e-05
ForcedVanDerPol,Sparse KFs with gamma=0.1,Hausdorff Distance,0.3791989565621072
ForcedVanDerPol,Sparse KFs with gamma=0.1,SMAPE,0.0027838456692071
ForcedVanDerPol,Sparse KFs with gamma=1.0,MSE,9.33228198575532e-06
ForcedVanDerPol,Sparse KFs with gamma=1.0,Hausdorff Distance,0.1995148003901704
ForcedVanDerPol,Sparse KFs with gamma=1.0,SMAPE,0.0036241425326997
ForcedVanDerPol,Sparse KFs with gamma=10.0,MSE,9.387224202459903e-06
ForcedVanDerPol,Sparse KFs with gamma=10.0,Hausdorff Distance,0.2274348282640252
ForcedVanDerPol,Sparse KFs with gamma=10.0,SMAPE,0.0035462661624065
ForcedVanDerPol,Trained Gaussian kernel,MSE,0.0009923014781703
ForcedVanDerPol,Trained Gaussian kernel,Hausdorff Distance,1.3965289632369025
ForcedVanDerPol,Trained Gaussian kernel,SMAPE,0.0023933410215261
ForcedVanDerPol,Random Initialization,MSE,0.9355133079751878
ForcedVanDerPol,Random Initialization,Hausdorff Distance,53.04341683504236
ForcedVanDerPol,Random Initialization,SMAPE,0.1216478330177456
ForcedVanDerPol,Gaussian kernel with sigma=0.5,MSE,0.0004119652816653
ForcedVanDerPol,Gaussian kernel with sigma=0.5,Hausdorff Distance,0.9018852149826104
ForcedVanDerPol,Gaussian kernel with sigma=0.5,SMAPE,0.0019765079887303
GenesioTesi,Regular KFs,MSE,4.41036431917782e-06
GenesioTesi,Regular KFs,Hausdorff Distance,0.1067306991080326
GenesioTesi,Regular KFs,SMAPE,0.0022549569828712
GenesioTesi,Sparse KFs with gamma=0.0001,MSE,5.4818780503858275e-08
GenesioTesi,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.010859267141767
GenesioTesi,Sparse KFs with gamma=0.0001,SMAPE,0.0002371161736816
GenesioTesi,Sparse KFs with gamma=0.001,MSE,2.855106781320774e-07
GenesioTesi,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0287846822537121
GenesioTesi,Sparse KFs with gamma=0.001,SMAPE,0.000703678126847
GenesioTesi,Sparse KFs with gamma=0.01,MSE,5.178857165957431e-08
GenesioTesi,Sparse KFs with gamma=0.01,Hausdorff Distance,0.0120011531765198
GenesioTesi,Sparse KFs with gamma=0.01,SMAPE,0.0005451450801974
GenesioTesi,Sparse KFs with gamma=0.1,MSE,9.972759017417763e-08
GenesioTesi,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0141268372924206
GenesioTesi,Sparse KFs with gamma=0.1,SMAPE,0.0003941679722077
GenesioTesi,Sparse KFs with gamma=1.0,MSE,1.340319416203262e-06
GenesioTesi,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0410272660829757
GenesioTesi,Sparse KFs with gamma=1.0,SMAPE,0.0024630925290185
GenesioTesi,Sparse KFs with gamma=10.0,MSE,3.513783697873961e-07
GenesioTesi,Sparse KFs with gamma=10.0,Hausdorff Distance,0.03383782325883
GenesioTesi,Sparse KFs with gamma=10.0,SMAPE,0.0014334114559146
GenesioTesi,Trained Gaussian kernel,MSE,3.255858619669244e-07
GenesioTesi,Trained Gaussian kernel,Hausdorff Distance,0.0236331036074602
GenesioTesi,Trained Gaussian kernel,SMAPE,0.0008194305703118
GenesioTesi,Random Initialization,MSE,0.9134798229755536
GenesioTesi,Random Initialization,Hausdorff Distance,54.927698556783774
GenesioTesi,Random Initialization,SMAPE,0.2897643728757041
GenesioTesi,Gaussian kernel with sigma=0.5,MSE,2.826886987934243e-07
GenesioTesi,Gaussian kernel with sigma=0.5,Hausdorff Distance,0.0250373780214849
GenesioTesi,Gaussian kernel with sigma=0.5,SMAPE,0.000302877727579
GuckenheimerHolmes,Regular KFs,MSE,1.7424526498729547e-05
GuckenheimerHolmes,Regular KFs,Hausdorff Distance,0.226212657444541
GuckenheimerHolmes,Regular KFs,SMAPE,0.0071909629945321
GuckenheimerHolmes,Sparse KFs with gamma=0.0001,MSE,1.1532930084574884e-08
GuckenheimerHolmes,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.006471336405309
GuckenheimerHolmes,Sparse KFs with gamma=0.0001,SMAPE,0.0002795655766478
GuckenheimerHolmes,Sparse KFs with gamma=0.001,MSE,6.907198112799507e-07
GuckenheimerHolmes,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0511726187696009
GuckenheimerHolmes,Sparse KFs with gamma=0.001,SMAPE,0.001085595364691
GuckenheimerHolmes,Sparse KFs with gamma=0.01,MSE,1.2605702181652013e-06
GuckenheimerHolmes,Sparse KFs with gamma=0.01,Hausdorff Distance,0.046158149541971
GuckenheimerHolmes,Sparse KFs with gamma=0.01,SMAPE,0.0004453689518226
GuckenheimerHolmes,Sparse KFs with gamma=0.1,MSE,4.723339256254987e-05
GuckenheimerHolmes,Sparse KFs with gamma=0.1,Hausdorff Distance,0.3540421199827732
GuckenheimerHolmes,Sparse KFs with gamma=0.1,SMAPE,0.0059915484222164
GuckenheimerHolmes,Sparse KFs with gamma=1.0,MSE,5.40215775300055e-07
GuckenheimerHolmes,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0470921854706855
GuckenheimerHolmes,Sparse KFs with gamma=1.0,SMAPE,0.0003853806751629
GuckenheimerHolmes,Sparse KFs with gamma=10.0,MSE,1.3833366672826604e-07
GuckenheimerHolmes,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0243298194593424
GuckenheimerHolmes,Sparse KFs with gamma=10.0,SMAPE,0.0004940036728006
GuckenheimerHolmes,Trained Gaussian kernel,MSE,2.0306602316065322e-07
GuckenheimerHolmes,Trained Gaussian kernel,Hausdorff Distance,0.0194820889963771
GuckenheimerHolmes,Trained Gaussian kernel,SMAPE,0.0017790300846077
GuckenheimerHolmes,Random Initialization,MSE,0.1000570480084291
GuckenheimerHolmes,Random Initialization,Hausdorff Distance,14.551481983700766
GuckenheimerHolmes,Random Initialization,SMAPE,0.2041569501754081
GuckenheimerHolmes,Gaussian kernel with sigma=0.5,MSE,0.0009100689713458
GuckenheimerHolmes,Gaussian kernel with sigma=0.5,Hausdorff Distance,1.8614908949938405
GuckenheimerHolmes,Gaussian kernel with sigma=0.5,SMAPE,0.003251937025489
Hadley,Regular KFs,MSE,0.0001132939000011
Hadley,Regular KFs,Hausdorff Distance,0.4975571195823869
Hadley,Regular KFs,SMAPE,0.0086888573627499
Hadley,Sparse KFs with gamma=0.0001,MSE,2.278714896933087e-09
Hadley,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.003184677953092
Hadley,Sparse KFs with gamma=0.0001,SMAPE,0.0001186087249559
Hadley,Sparse KFs with gamma=0.001,MSE,1.3894143959596029e-05
Hadley,Sparse KFs with gamma=0.001,Hausdorff Distance,0.1357319316566041
Hadley,Sparse KFs with gamma=0.001,SMAPE,0.0045723281285198
Hadley,Sparse KFs with gamma=0.01,MSE,2.6909916156759926e-09
Hadley,Sparse KFs with gamma=0.01,Hausdorff Distance,0.003444215424304
Hadley,Sparse KFs with gamma=0.01,SMAPE,0.0001160860058561
Hadley,Sparse KFs with gamma=0.1,MSE,7.287050842555513e-08
Hadley,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0122647847511807
Hadley,Sparse KFs with gamma=0.1,SMAPE,0.0005929808653483
Hadley,Sparse KFs with gamma=1.0,MSE,1.0098391246713532e-08
Hadley,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0056046537151495
Hadley,Sparse KFs with gamma=1.0,SMAPE,0.0002163719921986
Hadley,Sparse KFs with gamma=10.0,MSE,3.347155389218416e-07
Hadley,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0215615956961555
Hadley,Sparse KFs with gamma=10.0,SMAPE,0.0012197737359587
Hadley,Trained Gaussian kernel,MSE,3.778205708061394e-07
Hadley,Trained Gaussian kernel,Hausdorff Distance,0.0274721792298202
Hadley,Trained Gaussian kernel,SMAPE,0.0009936486698966
Hadley,Random Initialization,MSE,3.194265470263637
Hadley,Random Initialization,Hausdorff Distance,86.69774027681547
Hadley,Random Initialization,SMAPE,0.3482850481763629
Hadley,Gaussian kernel with sigma=0.5,MSE,0.0004892501844611
Hadley,Gaussian kernel with sigma=0.5,Hausdorff Distance,1.2400492767076212
Hadley,Gaussian kernel with sigma=0.5,SMAPE,0.0014538997821778
Halvorsen,Regular KFs,MSE,0.0001156575894716
Halvorsen,Regular KFs,Hausdorff Distance,0.6399556585687157
Halvorsen,Regular KFs,SMAPE,0.0131824049991026
Halvorsen,Sparse KFs with gamma=0.0001,MSE,1.3328561057615484e-08
Halvorsen,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0062680171203
Halvorsen,Sparse KFs with gamma=0.0001,SMAPE,9.51399015183998e-05
Halvorsen,Sparse KFs with gamma=0.001,MSE,1.1853737059342435e-07
Halvorsen,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0159028927774911
Halvorsen,Sparse KFs with gamma=0.001,SMAPE,0.0001852205727416
Halvorsen,Sparse KFs with gamma=0.01,MSE,1.766989064024602e-07
Halvorsen,Sparse KFs with gamma=0.01,Hausdorff Distance,0.0200123052761562
Halvorsen,Sparse KFs with gamma=0.01,SMAPE,0.0002438215680506
Halvorsen,Sparse KFs with gamma=0.1,MSE,4.6677259831702016e-08
Halvorsen,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0120849997152192
Halvorsen,Sparse KFs with gamma=0.1,SMAPE,0.0001412994541938
Halvorsen,Sparse KFs with gamma=1.0,MSE,3.582160132786964e-08
Halvorsen,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0085705371583284
Halvorsen,Sparse KFs with gamma=1.0,SMAPE,0.0002614465028879
Halvorsen,Sparse KFs with gamma=10.0,MSE,1.3171208940889238e-07
Halvorsen,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0173150237801335
Halvorsen,Sparse KFs with gamma=10.0,SMAPE,0.0001878950474561
Halvorsen,Trained Gaussian kernel,MSE,4.722180227696552e-07
Halvorsen,Trained Gaussian kernel,Hausdorff Distance,0.0304010813440353
Halvorsen,Trained Gaussian kernel,SMAPE,0.0008775571367577
Halvorsen,Random Initialization,MSE,0.0013423929242233
Halvorsen,Random Initialization,Hausdorff Distance,1.9339359287305964
Halvorsen,Random Initialization,SMAPE,0.0330125848350658
Halvorsen,Gaussian kernel with sigma=0.5,MSE,7.236210142849149e-07
Halvorsen,Gaussian kernel with sigma=0.5,Hausdorff Distance,0.0393636208957911
Halvorsen,Gaussian kernel with sigma=0.5,SMAPE,0.000476406153215
HastingsPowell,Regular KFs,MSE,5.855029968199198e-07
HastingsPowell,Regular KFs,Hausdorff Distance,0.0551111027556228
HastingsPowell,Regular KFs,SMAPE,0.0002567411081085
HastingsPowell,Sparse KFs with gamma=0.0001,MSE,1.5388114157777968e-07
HastingsPowell,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0274487222699091
HastingsPowell,Sparse KFs with gamma=0.0001,SMAPE,2.266804251700091e-05
HastingsPowell,Sparse KFs with gamma=0.001,MSE,6.623366472964405e-07
HastingsPowell,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0608671864322253
HastingsPowell,Sparse KFs with gamma=0.001,SMAPE,0.0002988448060045
HastingsPowell,Sparse KFs with gamma=0.01,MSE,1.581254487546812e-05
HastingsPowell,Sparse KFs with gamma=0.01,Hausdorff Distance,0.2027051629543939
HastingsPowell,Sparse KFs with gamma=0.01,SMAPE,0.0004302343667439
HastingsPowell,Sparse KFs with gamma=0.1,MSE,9.45146893899187e-07
HastingsPowell,Sparse KFs with gamma=0.1,Hausdorff Distance,0.071861046155547
HastingsPowell,Sparse KFs with gamma=0.1,SMAPE,0.0003313160239532
HastingsPowell,Sparse KFs with gamma=1.0,MSE,7.631281955895431e-07
HastingsPowell,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0619257053801709
HastingsPowell,Sparse KFs with gamma=1.0,SMAPE,0.0002362005935639
HastingsPowell,Sparse KFs with gamma=10.0,MSE,5.282720434849594e-07
HastingsPowell,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0449347151111333
HastingsPowell,Sparse KFs with gamma=10.0,SMAPE,0.0001903422431601
HastingsPowell,Trained Gaussian kernel,MSE,1.7696007565449486e-06
HastingsPowell,Trained Gaussian kernel,Hausdorff Distance,0.0835297021820038
HastingsPowell,Trained Gaussian kernel,SMAPE,0.0001808946021715
HastingsPowell,Random Initialization,MSE,2097.8972919221783
HastingsPowell,Random Initialization,Hausdorff Distance,393.46468204943534
HastingsPowell,Random Initialization,SMAPE,0.3827169296099124
HastingsPowell,Gaussian kernel with sigma=0.5,MSE,8.197035149480123e-06
HastingsPowell,Gaussian kernel with sigma=0.5,Hausdorff Distance,0.1860185926617643
HastingsPowell,Gaussian kernel with sigma=0.5,SMAPE,0.0001561423891001
HenonHeiles,Regular KFs,MSE,1.1137819873492577e-05
HenonHeiles,Regular KFs,Hausdorff Distance,0.1457147349860883
HenonHeiles,Regular KFs,SMAPE,0.0027942806721916
HenonHeiles,Sparse KFs with gamma=0.0001,MSE,8.159653447299879e-08
HenonHeiles,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0160303153866712
HenonHeiles,Sparse KFs with gamma=0.0001,SMAPE,0.0008650252909624
HenonHeiles,Sparse KFs with gamma=0.001,MSE,4.0008800499905214e-08
HenonHeiles,Sparse KFs with gamma=0.001,Hausdorff Distance,0.010042107791671
HenonHeiles,Sparse KFs with gamma=0.001,SMAPE,0.0004489415998191
HenonHeiles,Sparse KFs with gamma=0.01,MSE,1.8466649588503533e-06
HenonHeiles,Sparse KFs with gamma=0.01,Hausdorff Distance,0.0633555038792055
HenonHeiles,Sparse KFs with gamma=0.01,SMAPE,0.0024996665435674
HenonHeiles,Sparse KFs with gamma=0.1,MSE,1.3107155785585337e-07
HenonHeiles,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0200420185485399
HenonHeiles,Sparse KFs with gamma=0.1,SMAPE,0.0002596596810777
HenonHeiles,Sparse KFs with gamma=1.0,MSE,8.624543118196615e-10
HenonHeiles,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0020422644807118
HenonHeiles,Sparse KFs with gamma=1.0,SMAPE,0.0001092514225154
HenonHeiles,Sparse KFs with gamma=10.0,MSE,2.7792402852172694e-06
HenonHeiles,Sparse KFs with gamma=10.0,Hausdorff Distance,0.1069565577578443
HenonHeiles,Sparse KFs with gamma=10.0,SMAPE,0.0039659154079596
HenonHeiles,Trained Gaussian kernel,MSE,6.988084031328717e-07
HenonHeiles,Trained Gaussian kernel,Hausdorff Distance,0.0340528227173602
HenonHeiles,Trained Gaussian kernel,SMAPE,0.001755905893666
HenonHeiles,Random Initialization,MSE,2.58018031079628
HenonHeiles,Random Initialization,Hausdorff Distance,63.20606293654112
HenonHeiles,Random Initialization,SMAPE,0.3384552012802194
HenonHeiles,Gaussian kernel with sigma=0.5,MSE,3.419884748808013e-07
HenonHeiles,Gaussian kernel with sigma=0.5,Hausdorff Distance,0.0254891826307674
HenonHeiles,Gaussian kernel with sigma=0.5,SMAPE,0.0007401381910776
HindmarshRose,Regular KFs,MSE,2.550281563671228e-05
HindmarshRose,Regular KFs,Hausdorff Distance,0.4025537647261681
HindmarshRose,Regular KFs,SMAPE,0.0024580034158793
HindmarshRose,Sparse KFs with gamma=0.0001,MSE,9.497572755378377e-08
HindmarshRose,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0291456422433841
HindmarshRose,Sparse KFs with gamma=0.0001,SMAPE,0.0004726524940084
HindmarshRose,Sparse KFs with gamma=0.001,MSE,9.964113422651435e-07
HindmarshRose,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0815019639121605
HindmarshRose,Sparse KFs with gamma=0.001,SMAPE,0.0025013352182753
HindmarshRose,Sparse KFs with gamma=0.01,MSE,1.2153673499011377e-06
HindmarshRose,Sparse KFs with gamma=0.01,Hausdorff Distance,0.0651789672054801
HindmarshRose,Sparse KFs with gamma=0.01,SMAPE,0.0010813334462668
HindmarshRose,Sparse KFs with gamma=0.1,MSE,1.278663730047917e-05
HindmarshRose,Sparse KFs with gamma=0.1,Hausdorff Distance,0.1865562711074037
HindmarshRose,Sparse KFs with gamma=0.1,SMAPE,0.0012078010168798
HindmarshRose,Sparse KFs with gamma=1.0,MSE,3.959042524641637e-07
HindmarshRose,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0440447993434428
HindmarshRose,Sparse KFs with gamma=1.0,SMAPE,0.0009914946092568
HindmarshRose,Sparse KFs with gamma=10.0,MSE,9.691823196126514e-07
HindmarshRose,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0683087949191649
HindmarshRose,Sparse KFs with gamma=10.0,SMAPE,0.0020016759796866
HindmarshRose,Trained Gaussian kernel,MSE,7.3091057163900096e-06
HindmarshRose,Trained Gaussian kernel,Hausdorff Distance,0.140340246294194
HindmarshRose,Trained Gaussian kernel,SMAPE,0.0016829065841694
HindmarshRose,Random Initialization,MSE,424.5596471434921
HindmarshRose,Random Initialization,Hausdorff Distance,375.6440659573989
HindmarshRose,Random Initialization,SMAPE,0.4444246208507212
HindmarshRose,Gaussian kernel with sigma=0.5,MSE,0.0018500021686808
HindmarshRose,Gaussian kernel with sigma=0.5,Hausdorff Distance,2.244293988150303
HindmarshRose,Gaussian kernel with sigma=0.5,SMAPE,0.0017045226657376
Hopfield,Regular KFs,MSE,2.076409456741623e-05
Hopfield,Regular KFs,Hausdorff Distance,0.2600287620439772
Hopfield,Regular KFs,SMAPE,0.0036952538456408
Hopfield,Sparse KFs with gamma=0.0001,MSE,2.6921276430512434e-06
Hopfield,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.1138795126490577
Hopfield,Sparse KFs with gamma=0.0001,SMAPE,0.0011044397207728
Hopfield,Sparse KFs with gamma=0.001,MSE,7.874533337727424e-06
Hopfield,Sparse KFs with gamma=0.001,Hausdorff Distance,0.1880019914219298
Hopfield,Sparse KFs with gamma=0.001,SMAPE,0.003502266432337
Hopfield,Sparse KFs with gamma=0.01,MSE,4.602567912994889e-06
Hopfield,Sparse KFs with gamma=0.01,Hausdorff Distance,0.1284200016415076
Hopfield,Sparse KFs with gamma=0.01,SMAPE,0.0013572392277393
Hopfield,Sparse KFs with gamma=0.1,MSE,1.0980550866076766e-05
Hopfield,Sparse KFs with gamma=0.1,Hausdorff Distance,0.2037636689072815
Hopfield,Sparse KFs with gamma=0.1,SMAPE,0.0016311729639499
Hopfield,Sparse KFs with gamma=1.0,MSE,3.711840140915469e-06
Hopfield,Sparse KFs with gamma=1.0,Hausdorff Distance,0.1342822295943474
Hopfield,Sparse KFs with gamma=1.0,SMAPE,0.0019350998903429
Hopfield,Sparse KFs with gamma=10.0,MSE,1.203198037880242e-05
Hopfield,Sparse KFs with gamma=10.0,Hausdorff Distance,0.2157680270845622
Hopfield,Sparse KFs with gamma=10.0,SMAPE,0.0031368839314064
Hopfield,Trained Gaussian kernel,MSE,2.9506997397728447e-06
Hopfield,Trained Gaussian kernel,Hausdorff Distance,0.0778320195081621
Hopfield,Trained Gaussian kernel,SMAPE,0.0023185248901842
Hopfield,Random Initialization,MSE,7.179740601043974
Hopfield,Random Initialization,Hausdorff Distance,96.6307268427385
Hopfield,Random Initialization,SMAPE,0.3988121895639853
Hopfield,Gaussian kernel with sigma=0.5,MSE,0.0001030350948512
Hopfield,Gaussian kernel with sigma=0.5,Hausdorff Distance,0.5213737469560935
Hopfield,Gaussian kernel with sigma=0.5,SMAPE,0.0026897980620029
HyperBao,Regular KFs,MSE,1.644188201178569e-06
HyperBao,Regular KFs,Hausdorff Distance,0.0792739876209292
HyperBao,Regular KFs,SMAPE,0.0017540254115301
HyperBao,Sparse KFs with gamma=0.0001,MSE,6.544109871820245e-09
HyperBao,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0066439762333785
HyperBao,Sparse KFs with gamma=0.0001,SMAPE,0.0001362703803344
HyperBao,Sparse KFs with gamma=0.001,MSE,8.873265794638827e-07
HyperBao,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0563116005821044
HyperBao,Sparse KFs with gamma=0.001,SMAPE,0.0015671303961588
HyperBao,Sparse KFs with gamma=0.01,MSE,2.944537613056596e-08
HyperBao,Sparse KFs with gamma=0.01,Hausdorff Distance,0.0117870804475982
HyperBao,Sparse KFs with gamma=0.01,SMAPE,0.0003490000967649
HyperBao,Sparse KFs with gamma=0.1,MSE,3.832973088973709e-07
HyperBao,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0364821014305004
HyperBao,Sparse KFs with gamma=0.1,SMAPE,0.001091445140492
HyperBao,Sparse KFs with gamma=1.0,MSE,7.327125183620596e-07
HyperBao,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0402485925521227
HyperBao,Sparse KFs with gamma=1.0,SMAPE,0.0012425702195945
HyperBao,Sparse KFs with gamma=10.0,MSE,6.090967066111427e-07
HyperBao,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0360047912338555
HyperBao,Sparse KFs with gamma=10.0,SMAPE,0.0012071656534163
HyperBao,Trained Gaussian kernel,MSE,1.2810977472571726e-06
HyperBao,Trained Gaussian kernel,Hausdorff Distance,0.0723636864855266
HyperBao,Trained Gaussian kernel,SMAPE,0.0011991553955512
HyperBao,Random Initialization,MSE,0.1955498354426336
HyperBao,Random Initialization,Hausdorff Distance,33.16005709326368
HyperBao,Random Initialization,SMAPE,0.1287610925684313
HyperBao,Gaussian kernel with sigma=0.5,MSE,0.0145270855080709
HyperBao,Gaussian kernel with sigma=0.5,Hausdorff Distance,8.326083565661163
HyperBao,Gaussian kernel with sigma=0.5,SMAPE,0.0086352955032386
HyperCai,Regular KFs,MSE,3.267540924973508e-05
HyperCai,Regular KFs,Hausdorff Distance,0.4375282382815117
HyperCai,Regular KFs,SMAPE,0.002154930210234
HyperCai,Sparse KFs with gamma=0.0001,MSE,2.894131161076032e-07
HyperCai,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0344475638518319
HyperCai,Sparse KFs with gamma=0.0001,SMAPE,0.0001150905671718
HyperCai,Sparse KFs with gamma=0.001,MSE,3.9608929232830613e-07
HyperCai,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0341080948924675
HyperCai,Sparse KFs with gamma=0.001,SMAPE,0.0001703653982944
HyperCai,Sparse KFs with gamma=0.01,MSE,8.573294146881814e-09
HyperCai,Sparse KFs with gamma=0.01,Hausdorff Distance,0.0078559082753474
HyperCai,Sparse KFs with gamma=0.01,SMAPE,9.502923784563712e-05
HyperCai,Sparse KFs with gamma=0.1,MSE,2.853970627011737e-07
HyperCai,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0326235913296639
HyperCai,Sparse KFs with gamma=0.1,SMAPE,0.0005145371008516
HyperCai,Sparse KFs with gamma=1.0,MSE,1.0296090316439525e-07
