System,Optimization method,Metric,Value
LorenzStenflo,Trained Gaussian kernel,Hausdorff Distance,0.1176143611357746
LorenzStenflo,Trained Gaussian kernel,SMAPE,0.0012196940736478
LorenzStenflo,Random Initialization,MSE,4.732160254801752
LorenzStenflo,Random Initialization,Hausdorff Distance,92.40545078866926
LorenzStenflo,Random Initialization,SMAPE,0.312849154633668
LorenzStenflo,Gaussian kernel with sigma=0.5,MSE,0.0111618264571999
LorenzStenflo,Gaussian kernel with sigma=0.5,Hausdorff Distance,7.63448862263018
LorenzStenflo,Gaussian kernel with sigma=0.5,SMAPE,0.0040443532106407
LuChen,Regular KFs,MSE,9.56888513817992e-06
LuChen,Regular KFs,Hausdorff Distance,0.152999733037094
LuChen,Regular KFs,SMAPE,0.0025385892724766
LuChen,Sparse KFs with gamma=0.0001,MSE,2.3190747218952403e-08
LuChen,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.010613992063001
LuChen,Sparse KFs with gamma=0.0001,SMAPE,0.0001366606091554
LuChen,Sparse KFs with gamma=0.001,MSE,3.836733787673977e-07
LuChen,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0399279367282423
LuChen,Sparse KFs with gamma=0.001,SMAPE,0.0003188237858011
LuChen,Sparse KFs with gamma=0.01,MSE,3.846455383299712e-07
LuChen,Sparse KFs with gamma=0.01,Hausdorff Distance,0.0308168312393154
LuChen,Sparse KFs with gamma=0.01,SMAPE,0.0003165143391926
LuChen,Sparse KFs with gamma=0.1,MSE,2.431833851216275e-08
LuChen,Sparse KFs with gamma=0.1,Hausdorff Distance,0.010332542637752
LuChen,Sparse KFs with gamma=0.1,SMAPE,0.0001318595905334
LuChen,Sparse KFs with gamma=1.0,MSE,6.793840454629613e-07
LuChen,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0359040522007566
LuChen,Sparse KFs with gamma=1.0,SMAPE,0.0006326995157761
LuChen,Sparse KFs with gamma=10.0,MSE,2.9011302812204403e-08
LuChen,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0120233451588781
LuChen,Sparse KFs with gamma=10.0,SMAPE,0.00017402481197
LuChen,Trained Gaussian kernel,MSE,2.39818217290266e-06
LuChen,Trained Gaussian kernel,Hausdorff Distance,0.0992233554823157
LuChen,Trained Gaussian kernel,SMAPE,0.0005161317407473
LuChen,Random Initialization,MSE,672.7368219813785
LuChen,Random Initialization,Hausdorff Distance,749.7737223873447
LuChen,Random Initialization,SMAPE,0.4928519956368546
LuChen,Gaussian kernel with sigma=0.5,MSE,0.0003605021928384
LuChen,Gaussian kernel with sigma=0.5,Hausdorff Distance,1.3090433059579982
LuChen,Gaussian kernel with sigma=0.5,SMAPE,0.0005311628606055
LuChenCheng,Regular KFs,MSE,8.392778327207469e-06
LuChenCheng,Regular KFs,Hausdorff Distance,0.173181853359269
LuChenCheng,Regular KFs,SMAPE,0.007134385688789
LuChenCheng,Sparse KFs with gamma=0.0001,MSE,2.239402539808236e-08
LuChenCheng,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0078399394049854
LuChenCheng,Sparse KFs with gamma=0.0001,SMAPE,0.0003609840636393
LuChenCheng,Sparse KFs with gamma=0.001,MSE,2.770312635056629e-06
LuChenCheng,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0897500908026742
LuChenCheng,Sparse KFs with gamma=0.001,SMAPE,0.0014852285137501
LuChenCheng,Sparse KFs with gamma=0.01,MSE,2.187505752766279e-07
LuChenCheng,Sparse KFs with gamma=0.01,Hausdorff Distance,0.022293473201282
LuChenCheng,Sparse KFs with gamma=0.01,SMAPE,0.0010093502829295
LuChenCheng,Sparse KFs with gamma=0.1,MSE,9.399002823677552e-07
LuChenCheng,Sparse KFs with gamma=0.1,Hausdorff Distance,0.03951627832671
LuChenCheng,Sparse KFs with gamma=0.1,SMAPE,0.0022131438719953
LuChenCheng,Sparse KFs with gamma=1.0,MSE,6.711532540441381e-09
LuChenCheng,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0050562787687795
LuChenCheng,Sparse KFs with gamma=1.0,SMAPE,0.0001152599725302
LuChenCheng,Sparse KFs with gamma=10.0,MSE,5.1179776100377646e-08
LuChenCheng,Sparse KFs with gamma=10.0,Hausdorff Distance,0.010650838151826
LuChenCheng,Sparse KFs with gamma=10.0,SMAPE,0.0003373647869515
LuChenCheng,Trained Gaussian kernel,MSE,4.830254023297844e-07
LuChenCheng,Trained Gaussian kernel,Hausdorff Distance,0.0353223948204577
LuChenCheng,Trained Gaussian kernel,SMAPE,0.0010238954806558
LuChenCheng,Random Initialization,MSE,0.6556425115324277
LuChenCheng,Random Initialization,Hausdorff Distance,40.16718168891272
LuChenCheng,Random Initialization,SMAPE,0.2452973398059109
LuChenCheng,Gaussian kernel with sigma=0.5,MSE,1.3681774004223675e-06
LuChenCheng,Gaussian kernel with sigma=0.5,Hausdorff Distance,0.0642572996638624
LuChenCheng,Gaussian kernel with sigma=0.5,SMAPE,0.0002949878465843
MacArthur,Regular KFs,MSE,0.0112121656975917
MacArthur,Regular KFs,Hausdorff Distance,8.007403478469131
MacArthur,Regular KFs,SMAPE,0.0105368169162
MacArthur,Sparse KFs with gamma=0.0001,MSE,1.52387563808566e-05
MacArthur,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.3803726299149417
MacArthur,Sparse KFs with gamma=0.0001,SMAPE,0.000361389532485
MacArthur,Sparse KFs with gamma=0.001,MSE,1.0029778763548308e-05
MacArthur,Sparse KFs with gamma=0.001,Hausdorff Distance,0.3356420301333773
MacArthur,Sparse KFs with gamma=0.001,SMAPE,0.0002343348224087
MacArthur,Sparse KFs with gamma=0.01,MSE,2.3431614288810384e-05
MacArthur,Sparse KFs with gamma=0.01,Hausdorff Distance,0.4472982550007481
MacArthur,Sparse KFs with gamma=0.01,SMAPE,0.000400165315442
MacArthur,Sparse KFs with gamma=0.1,MSE,1.0856855409197691e-05
MacArthur,Sparse KFs with gamma=0.1,Hausdorff Distance,0.3821969321826071
MacArthur,Sparse KFs with gamma=0.1,SMAPE,0.0002406385999859
MacArthur,Sparse KFs with gamma=1.0,MSE,0.0001203912876221
MacArthur,Sparse KFs with gamma=1.0,Hausdorff Distance,1.2355435541843482
MacArthur,Sparse KFs with gamma=1.0,SMAPE,0.0017833246469794
MacArthur,Sparse KFs with gamma=10.0,MSE,2.318806761161848e-05
MacArthur,Sparse KFs with gamma=10.0,Hausdorff Distance,0.4780189614046253
MacArthur,Sparse KFs with gamma=10.0,SMAPE,0.000384341949839
MacArthur,Trained Gaussian kernel,MSE,0.0032425744939075
MacArthur,Trained Gaussian kernel,Hausdorff Distance,2.943566667021509
MacArthur,Trained Gaussian kernel,SMAPE,0.0016061996419546
MacArthur,Random Initialization,MSE,2973.702120737281
MacArthur,Random Initialization,Hausdorff Distance,1113.396031265671
MacArthur,Random Initialization,SMAPE,0.473676765435538
MacArthur,Gaussian kernel with sigma=0.5,MSE,0.3238358600584949
MacArthur,Gaussian kernel with sigma=0.5,Hausdorff Distance,39.77013593737001
MacArthur,Gaussian kernel with sigma=0.5,SMAPE,0.0424696664449975
MackeyGlass,Regular KFs,MSE,2.0502829420832877e-06
MackeyGlass,Regular KFs,Hausdorff Distance,0.0992631795500293
MackeyGlass,Regular KFs,SMAPE,0.000178486012568
MackeyGlass,Sparse KFs with gamma=0.0001,MSE,2.807496642687264e-06
MackeyGlass,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.1370193901811871
MackeyGlass,Sparse KFs with gamma=0.0001,SMAPE,0.000289973379627
MackeyGlass,Sparse KFs with gamma=0.001,MSE,1.1753220522476982e-05
MackeyGlass,Sparse KFs with gamma=0.001,Hausdorff Distance,0.2655130404832126
MackeyGlass,Sparse KFs with gamma=0.001,SMAPE,0.0004047673869268
MackeyGlass,Sparse KFs with gamma=0.01,MSE,6.555586876776203e-05
MackeyGlass,Sparse KFs with gamma=0.01,Hausdorff Distance,0.825427362842471
MackeyGlass,Sparse KFs with gamma=0.01,SMAPE,0.0010615897782886
MackeyGlass,Sparse KFs with gamma=0.1,MSE,3.918428010995591e-05
MackeyGlass,Sparse KFs with gamma=0.1,Hausdorff Distance,0.3126077499826745
MackeyGlass,Sparse KFs with gamma=0.1,SMAPE,0.0009163664344111
MackeyGlass,Sparse KFs with gamma=1.0,MSE,2.2386038874824453e-06
MackeyGlass,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0989369332271261
MackeyGlass,Sparse KFs with gamma=1.0,SMAPE,0.0002213988819038
MackeyGlass,Sparse KFs with gamma=10.0,MSE,1.5926418545079874e-05
MackeyGlass,Sparse KFs with gamma=10.0,Hausdorff Distance,0.3724242726727628
MackeyGlass,Sparse KFs with gamma=10.0,SMAPE,0.0005239571827539
MackeyGlass,Trained Gaussian kernel,MSE,4.950015694894777e-05
MackeyGlass,Trained Gaussian kernel,Hausdorff Distance,0.3370129342606833
MackeyGlass,Trained Gaussian kernel,SMAPE,0.0005586641174274
MackeyGlass,Random Initialization,MSE,7.385888795695195
MackeyGlass,Random Initialization,Hausdorff Distance,65.17079460624309
MackeyGlass,Random Initialization,SMAPE,0.2143480541986178
MackeyGlass,Gaussian kernel with sigma=0.5,MSE,0.1377492297247977
MackeyGlass,Gaussian kernel with sigma=0.5,Hausdorff Distance,16.163229394806464
MackeyGlass,Gaussian kernel with sigma=0.5,SMAPE,0.0348846787880535
MooreSpiegel,Regular KFs,MSE,1.6975707603565934e-05
MooreSpiegel,Regular KFs,Hausdorff Distance,0.2383475393276614
MooreSpiegel,Regular KFs,SMAPE,0.0022617511669784
MooreSpiegel,Sparse KFs with gamma=0.0001,MSE,2.2159652534017632e-08
MooreSpiegel,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0115660251204526
MooreSpiegel,Sparse KFs with gamma=0.0001,SMAPE,0.000177410073964
MooreSpiegel,Sparse KFs with gamma=0.001,MSE,2.1450705565263657e-07
MooreSpiegel,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0414080232811334
MooreSpiegel,Sparse KFs with gamma=0.001,SMAPE,0.0010624156123891
MooreSpiegel,Sparse KFs with gamma=0.01,MSE,3.9022016375266865e-08
MooreSpiegel,Sparse KFs with gamma=0.01,Hausdorff Distance,0.012841800840893
MooreSpiegel,Sparse KFs with gamma=0.01,SMAPE,0.0001484902427769
MooreSpiegel,Sparse KFs with gamma=0.1,MSE,6.390102844171009e-07
MooreSpiegel,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0584499396626627
MooreSpiegel,Sparse KFs with gamma=0.1,SMAPE,0.0017406966420539
MooreSpiegel,Sparse KFs with gamma=1.0,MSE,9.583901232380303e-07
MooreSpiegel,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0868819423612495
MooreSpiegel,Sparse KFs with gamma=1.0,SMAPE,0.0016629795212119
MooreSpiegel,Sparse KFs with gamma=10.0,MSE,1.1622189315942174e-06
MooreSpiegel,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0917562924851349
MooreSpiegel,Sparse KFs with gamma=10.0,SMAPE,0.0007576338258515
MooreSpiegel,Trained Gaussian kernel,MSE,5.427632694812735e-07
MooreSpiegel,Trained Gaussian kernel,Hausdorff Distance,0.0369127844147297
MooreSpiegel,Trained Gaussian kernel,SMAPE,0.0013154175454661
MooreSpiegel,Random Initialization,MSE,0.3261928420855915
MooreSpiegel,Random Initialization,Hausdorff Distance,38.75113806139614
MooreSpiegel,Random Initialization,SMAPE,0.1858686489724482
MooreSpiegel,Gaussian kernel with sigma=0.5,MSE,8.289384561719798e-06
MooreSpiegel,Gaussian kernel with sigma=0.5,Hausdorff Distance,0.1169597486641351
MooreSpiegel,Gaussian kernel with sigma=0.5,SMAPE,0.0007336730874609
MultiChua,Regular KFs,MSE,4.376852598662489e-06
MultiChua,Regular KFs,Hausdorff Distance,0.1230747391475032
MultiChua,Regular KFs,SMAPE,0.0012588642070187
MultiChua,Sparse KFs with gamma=0.0001,MSE,1.50466794524563e-08
MultiChua,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.01016793321726
MultiChua,Sparse KFs with gamma=0.0001,SMAPE,0.0002541328363294
MultiChua,Sparse KFs with gamma=0.001,MSE,2.190491727282494e-05
MultiChua,Sparse KFs with gamma=0.001,Hausdorff Distance,0.3149266734540893
MultiChua,Sparse KFs with gamma=0.001,SMAPE,0.0037055413430321
MultiChua,Sparse KFs with gamma=0.01,MSE,1.348485356626927e-06
MultiChua,Sparse KFs with gamma=0.01,Hausdorff Distance,0.081790254207606
MultiChua,Sparse KFs with gamma=0.01,SMAPE,0.0012012602180006
MultiChua,Sparse KFs with gamma=0.1,MSE,1.5538283236317204e-08
MultiChua,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0103073928643182
MultiChua,Sparse KFs with gamma=0.1,SMAPE,0.0001510934890955
MultiChua,Sparse KFs with gamma=1.0,MSE,7.399196002502812e-07
MultiChua,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0533009171542885
MultiChua,Sparse KFs with gamma=1.0,SMAPE,0.0011169564757584
MultiChua,Sparse KFs with gamma=10.0,MSE,8.185293101287869e-05
MultiChua,Sparse KFs with gamma=10.0,Hausdorff Distance,0.5179740310067623
MultiChua,Sparse KFs with gamma=10.0,SMAPE,0.0045919587334469
MultiChua,Trained Gaussian kernel,MSE,4.32946677094447e-07
MultiChua,Trained Gaussian kernel,Hausdorff Distance,0.0375096376812493
MultiChua,Trained Gaussian kernel,SMAPE,0.0007489668066391
MultiChua,Random Initialization,MSE,0.2188385071098599
MultiChua,Random Initialization,Hausdorff Distance,24.71600118005918
MultiChua,Random Initialization,SMAPE,0.1450697381738753
MultiChua,Gaussian kernel with sigma=0.5,MSE,2.037464152604503e-07
MultiChua,Gaussian kernel with sigma=0.5,Hausdorff Distance,0.0234732906359719
MultiChua,Gaussian kernel with sigma=0.5,SMAPE,0.0002551035402981
NewtonLiepnik,Regular KFs,MSE,1.8980927764035848e-05
NewtonLiepnik,Regular KFs,Hausdorff Distance,0.2000650148449695
NewtonLiepnik,Regular KFs,SMAPE,0.0012979143024573
NewtonLiepnik,Sparse KFs with gamma=0.0001,MSE,1.4550147639810286e-08
NewtonLiepnik,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0081640664913502
NewtonLiepnik,Sparse KFs with gamma=0.0001,SMAPE,0.000119724101864
NewtonLiepnik,Sparse KFs with gamma=0.001,MSE,1.330356977568898e-06
NewtonLiepnik,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0560735329239288
NewtonLiepnik,Sparse KFs with gamma=0.001,SMAPE,0.0006897528118603
NewtonLiepnik,Sparse KFs with gamma=0.01,MSE,2.052781036596083e-06
NewtonLiepnik,Sparse KFs with gamma=0.01,Hausdorff Distance,0.0890901006320961
NewtonLiepnik,Sparse KFs with gamma=0.01,SMAPE,0.0008128819645067
NewtonLiepnik,Sparse KFs with gamma=0.1,MSE,1.5930238674583608e-06
NewtonLiepnik,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0631504577232657
NewtonLiepnik,Sparse KFs with gamma=0.1,SMAPE,0.0004622661115811
NewtonLiepnik,Sparse KFs with gamma=1.0,MSE,9.882553278029724e-08
NewtonLiepnik,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0169827532706152
NewtonLiepnik,Sparse KFs with gamma=1.0,SMAPE,0.0006093456415133
NewtonLiepnik,Sparse KFs with gamma=10.0,MSE,3.905996629010256e-07
NewtonLiepnik,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0327111186972763
NewtonLiepnik,Sparse KFs with gamma=10.0,SMAPE,0.0001751533262453
NewtonLiepnik,Trained Gaussian kernel,MSE,1.6859916925223525e-06
NewtonLiepnik,Trained Gaussian kernel,Hausdorff Distance,0.0557625841653867
NewtonLiepnik,Trained Gaussian kernel,SMAPE,0.0007738807889806
NewtonLiepnik,Random Initialization,MSE,6.862098963045299
NewtonLiepnik,Random Initialization,Hausdorff Distance,132.44422436403892
NewtonLiepnik,Random Initialization,SMAPE,0.3439003817282361
NewtonLiepnik,Gaussian kernel with sigma=0.5,MSE,0.0008408177046731
NewtonLiepnik,Gaussian kernel with sigma=0.5,Hausdorff Distance,1.5179264703808528
NewtonLiepnik,Gaussian kernel with sigma=0.5,SMAPE,0.0027292420585457
NoseHoover,Regular KFs,MSE,0.0001378015742359
NoseHoover,Regular KFs,Hausdorff Distance,0.678166293020865
NoseHoover,Regular KFs,SMAPE,0.0118749892432069
NoseHoover,Sparse KFs with gamma=0.0001,MSE,1.0829807976423609e-08
NoseHoover,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0057084268699727
NoseHoover,Sparse KFs with gamma=0.0001,SMAPE,0.0001462087233488
NoseHoover,Sparse KFs with gamma=0.001,MSE,1.701164443183114e-06
NoseHoover,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0673816254769308
NoseHoover,Sparse KFs with gamma=0.001,SMAPE,0.002314425193449
NoseHoover,Sparse KFs with gamma=0.01,MSE,3.270145776579225e-07
NoseHoover,Sparse KFs with gamma=0.01,Hausdorff Distance,0.0288452029302251
NoseHoover,Sparse KFs with gamma=0.01,SMAPE,0.0008016246783291
NoseHoover,Sparse KFs with gamma=0.1,MSE,3.728686978580873e-07
NoseHoover,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0316817664402636
NoseHoover,Sparse KFs with gamma=0.1,SMAPE,0.0005820816101147
NoseHoover,Sparse KFs with gamma=1.0,MSE,2.8284397802643273e-09
NoseHoover,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0035310179436575
NoseHoover,Sparse KFs with gamma=1.0,SMAPE,0.0001455091970595
NoseHoover,Sparse KFs with gamma=10.0,MSE,1.5462367225771612e-06
NoseHoover,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0483006195226726
NoseHoover,Sparse KFs with gamma=10.0,SMAPE,0.0024893898235696
NoseHoover,Trained Gaussian kernel,MSE,1.277607572699269e-06
NoseHoover,Trained Gaussian kernel,Hausdorff Distance,0.0486791387640953
NoseHoover,Trained Gaussian kernel,SMAPE,0.0014858864824795
NoseHoover,Random Initialization,MSE,6.067616939872066
NoseHoover,Random Initialization,Hausdorff Distance,61.44844150016996
NoseHoover,Random Initialization,SMAPE,0.3713668787350387
NoseHoover,Gaussian kernel with sigma=0.5,MSE,0.0006867617537567
NoseHoover,Gaussian kernel with sigma=0.5,Hausdorff Distance,1.27358871122032
NoseHoover,Gaussian kernel with sigma=0.5,SMAPE,0.0024806075495678
NuclearQuadrupole,Regular KFs,MSE,0.0001085346513111
NuclearQuadrupole,Regular KFs,Hausdorff Distance,0.605294763504869
NuclearQuadrupole,Regular KFs,SMAPE,0.0060918640292035
NuclearQuadrupole,Sparse KFs with gamma=0.0001,MSE,2.573603640434088e-07
NuclearQuadrupole,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0361557810653676
NuclearQuadrupole,Sparse KFs with gamma=0.0001,SMAPE,0.0010035398312841
NuclearQuadrupole,Sparse KFs with gamma=0.001,MSE,8.528461598317131e-07
NuclearQuadrupole,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0616410155578604
NuclearQuadrupole,Sparse KFs with gamma=0.001,SMAPE,0.0020614243339785
NuclearQuadrupole,Sparse KFs with gamma=0.01,MSE,5.68015725782524e-06
NuclearQuadrupole,Sparse KFs with gamma=0.01,Hausdorff Distance,0.1310469930424604
NuclearQuadrupole,Sparse KFs with gamma=0.01,SMAPE,0.0037843050664747
NuclearQuadrupole,Sparse KFs with gamma=0.1,MSE,4.71729621455354e-08
NuclearQuadrupole,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0135511424054847
NuclearQuadrupole,Sparse KFs with gamma=0.1,SMAPE,0.0004502469488462
NuclearQuadrupole,Sparse KFs with gamma=1.0,MSE,4.742556583073089e-08
NuclearQuadrupole,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0183921691731765
NuclearQuadrupole,Sparse KFs with gamma=1.0,SMAPE,0.0005302219031674
NuclearQuadrupole,Sparse KFs with gamma=10.0,MSE,3.0258885689281895e-08
NuclearQuadrupole,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0142973105967574
NuclearQuadrupole,Sparse KFs with gamma=10.0,SMAPE,0.0003845648944583
NuclearQuadrupole,Trained Gaussian kernel,MSE,3.9645348907657033e-07
NuclearQuadrupole,Trained Gaussian kernel,Hausdorff Distance,0.0287412646546428
NuclearQuadrupole,Trained Gaussian kernel,SMAPE,0.0014456833863585
NuclearQuadrupole,Random Initialization,MSE,117.90630634278878
NuclearQuadrupole,Random Initialization,Hausdorff Distance,166.9692390684921
NuclearQuadrupole,Random Initialization,SMAPE,0.4708325966407314
NuclearQuadrupole,Gaussian kernel with sigma=0.5,MSE,0.0006776530624285
NuclearQuadrupole,Gaussian kernel with sigma=0.5,Hausdorff Distance,1.3393762097016273
NuclearQuadrupole,Gaussian kernel with sigma=0.5,SMAPE,0.0083396038341978
OscillatingFlow,Regular KFs,MSE,3.334481835564836e-06
OscillatingFlow,Regular KFs,Hausdorff Distance,0.1421060465799035
OscillatingFlow,Regular KFs,SMAPE,0.0020557792843082
OscillatingFlow,Sparse KFs with gamma=0.0001,MSE,1.4089632267694682e-06
OscillatingFlow,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0684088842049179
OscillatingFlow,Sparse KFs with gamma=0.0001,SMAPE,0.0011723892903192
OscillatingFlow,Sparse KFs with gamma=0.001,MSE,7.633650230750212e-07
OscillatingFlow,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0735298515233387
OscillatingFlow,Sparse KFs with gamma=0.001,SMAPE,0.0015808099872275
OscillatingFlow,Sparse KFs with gamma=0.01,MSE,8.855742280520397e-07
OscillatingFlow,Sparse KFs with gamma=0.01,Hausdorff Distance,0.0755673524320332
OscillatingFlow,Sparse KFs with gamma=0.01,SMAPE,0.0021861807881456
OscillatingFlow,Sparse KFs with gamma=0.1,MSE,6.826573591032463e-05
OscillatingFlow,Sparse KFs with gamma=0.1,Hausdorff Distance,0.4396837077373659
OscillatingFlow,Sparse KFs with gamma=0.1,SMAPE,0.0099426739781087
OscillatingFlow,Sparse KFs with gamma=1.0,MSE,1.791662280940067e-05
OscillatingFlow,Sparse KFs with gamma=1.0,Hausdorff Distance,0.2142996657628305
OscillatingFlow,Sparse KFs with gamma=1.0,SMAPE,0.0060714702310841
OscillatingFlow,Sparse KFs with gamma=10.0,MSE,4.700715859846605e-05
OscillatingFlow,Sparse KFs with gamma=10.0,Hausdorff Distance,0.368597897719956
OscillatingFlow,Sparse KFs with gamma=10.0,SMAPE,0.0056039802624496
OscillatingFlow,Trained Gaussian kernel,MSE,3.40171016655672e-06
OscillatingFlow,Trained Gaussian kernel,Hausdorff Distance,0.0883444303107788
OscillatingFlow,Trained Gaussian kernel,SMAPE,0.0024774415053088
OscillatingFlow,Random Initialization,MSE,1.1543113663594575
OscillatingFlow,Random Initialization,Hausdorff Distance,58.61528415379888
OscillatingFlow,Random Initialization,SMAPE,0.2929051580909788
OscillatingFlow,Gaussian kernel with sigma=0.5,MSE,0.0006672634449964
OscillatingFlow,Gaussian kernel with sigma=0.5,Hausdorff Distance,1.3119397297235205
OscillatingFlow,Gaussian kernel with sigma=0.5,SMAPE,0.0072381524279505
PanXuZhou,Regular KFs,MSE,2.0005918499537265e-07
PanXuZhou,Regular KFs,Hausdorff Distance,0.0241988428840416
PanXuZhou,Regular KFs,SMAPE,0.0007131788514815
PanXuZhou,Sparse KFs with gamma=0.0001,MSE,1.2398618555132198e-06
PanXuZhou,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0496842380260277
PanXuZhou,Sparse KFs with gamma=0.0001,SMAPE,0.0022641459897198
PanXuZhou,Sparse KFs with gamma=0.001,MSE,1.1039110543892434e-06
PanXuZhou,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0623520826510134
PanXuZhou,Sparse KFs with gamma=0.001,SMAPE,0.000890824917512
PanXuZhou,Sparse KFs with gamma=0.01,MSE,1.8146379932313872e-06
PanXuZhou,Sparse KFs with gamma=0.01,Hausdorff Distance,0.0587979145646904
PanXuZhou,Sparse KFs with gamma=0.01,SMAPE,0.0011428492880702
PanXuZhou,Sparse KFs with gamma=0.1,MSE,1.3636368399485817e-06
PanXuZhou,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0838956010043394
PanXuZhou,Sparse KFs with gamma=0.1,SMAPE,0.0024465436181308
PanXuZhou,Sparse KFs with gamma=1.0,MSE,4.92388576657656e-07
PanXuZhou,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0330258964854535
PanXuZhou,Sparse KFs with gamma=1.0,SMAPE,0.0011937127344527
PanXuZhou,Sparse KFs with gamma=10.0,MSE,2.95237267630728e-07
PanXuZhou,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0230934963630354
PanXuZhou,Sparse KFs with gamma=10.0,SMAPE,0.000244450998304
PanXuZhou,Trained Gaussian kernel,MSE,1.705785517185385e-06
PanXuZhou,Trained Gaussian kernel,Hausdorff Distance,0.0740010174616782
PanXuZhou,Trained Gaussian kernel,SMAPE,0.0015994266053262
PanXuZhou,Random Initialization,MSE,2.982828298711706
PanXuZhou,Random Initialization,Hausdorff Distance,18.87869690219767
PanXuZhou,Random Initialization,SMAPE,0.2259700918735148
PanXuZhou,Gaussian kernel with sigma=0.5,MSE,2.37587863266407e-05
PanXuZhou,Gaussian kernel with sigma=0.5,Hausdorff Distance,0.277440269174355
PanXuZhou,Gaussian kernel with sigma=0.5,SMAPE,0.0008512528978901
PehlivanWei,Regular KFs,MSE,1.893661457881081e-05
PehlivanWei,Regular KFs,Hausdorff Distance,0.1511622359871567
PehlivanWei,Regular KFs,SMAPE,0.0053673230189556
PehlivanWei,Sparse KFs with gamma=0.0001,MSE,3.067002719906142e-07
PehlivanWei,Sparse KFs with gamma=0.0001,Hausdorff Distance,0.0278866741735648
PehlivanWei,Sparse KFs with gamma=0.0001,SMAPE,0.0003256399833018
PehlivanWei,Sparse KFs with gamma=0.001,MSE,8.293470005221469e-08
PehlivanWei,Sparse KFs with gamma=0.001,Hausdorff Distance,0.0127533694162295
PehlivanWei,Sparse KFs with gamma=0.001,SMAPE,0.0004344321853753
PehlivanWei,Sparse KFs with gamma=0.01,MSE,2.6336289623276585e-06
PehlivanWei,Sparse KFs with gamma=0.01,Hausdorff Distance,0.0790614470579397
PehlivanWei,Sparse KFs with gamma=0.01,SMAPE,0.0013075984062015
PehlivanWei,Sparse KFs with gamma=0.1,MSE,7.187437457220014e-08
PehlivanWei,Sparse KFs with gamma=0.1,Hausdorff Distance,0.0139824919516998
PehlivanWei,Sparse KFs with gamma=0.1,SMAPE,0.0003787858205748
PehlivanWei,Sparse KFs with gamma=1.0,MSE,7.064289569055464e-08
PehlivanWei,Sparse KFs with gamma=1.0,Hausdorff Distance,0.0114162365473396
PehlivanWei,Sparse KFs with gamma=1.0,SMAPE,0.0003074546571117
PehlivanWei,Sparse KFs with gamma=10.0,MSE,3.415457213571705e-07
PehlivanWei,Sparse KFs with gamma=10.0,Hausdorff Distance,0.0228148354388557
PehlivanWei,Sparse KFs with gamma=10.0,SMAPE,0.0003369835981082
PehlivanWei,Trained Gaussian kernel,MSE,8.444055860931967e-07
PehlivanWei,Trained Gaussian kernel,Hausdorff Distance,0.0407737330794451
PehlivanWei,Trained Gaussian kernel,SMAPE,0.0012152496842179
PehlivanWei,Random Initialization,MSE,13.611389643463989
PehlivanWei,Random Initialization,Hausdorff Distance,78.55116900540065
PehlivanWei,Random Initialization,SMAPE,0.3938478644573562
PehlivanWei,Gaussian kernel with sigma=0.5,MSE,0.0006481554775396
PehlivanWei,Gaussian kernel with sigma=0.5,Hausdorff Distance,1.1650393267340644
