elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17,param_18,param_19,param_20,param_21,param_22,param_23,param_24,param_25,param_26,param_27,param_28,param_29,param_30,param_31,MSE_On_test_1,R2_1,smape_1,directed_hausdorff_1,directed_hausdorff_u_1,directed_hausdorff_v_1,MSE_On_test_2,R2_2,smape_2,directed_hausdorff_2,directed_hausdorff_u_2,directed_hausdorff_v_2,Name,lasso_gamma,delay,noise,noise_percentage,k_fold
-27.851102958362908,-12.576581502653353,-4.430841825336438,-4.6096337272251215,-22.31802237425697,133.65571076931158,-8.798923343572886,-7.74407950713889,131.28209296821663,-2.665253885420056,-3.1777400226211663,-10.339888444380728,-33.65880724987252,-12.606329061431698,-20.092288498546345,-19.28683911333949,-4.051753526819948,-14.496273205407364,36.26338639062227,-60.84655493871806,-0.3402280305817725,-8.55699811315313,-10.154811723941911,-14.015457340271078,1.7156763615943695,10.455970664257872,10.940836246953312,2.969537689155991,4.20386991560602,33.78288453313948,-10.45142936882616,-65.05688670344568,-0.6676189607985132,6.698447178117169,10.735597821746886,0.0362121210156924,14.184062447466552,1.6889367558946182,7.864858972342973,8.503332622222315,15.625072351513912,1.7644167326422455,3.103546477634654,36.75342934017607,18.610693596976667,32.87909547560104,28.398740263136528,10.556791951474104,2.995422521122008,2.183098805846394,152.47383105076048,-75.1127252549017,,5.067715100763212e-07,0.9999995756153566,0.002616890187406,0.0491926002306,0,0,11,11,11,11,11,11,Aizawa,0.0001,5,Laplace_noise,0,0
-0.1456193748840972,87.84872222808822,-0.136474565539727,-0.153498868842407,-0.1484195559341079,-3.967056824434839,-0.1776744794461492,-0.1711812019402236,-0.1499793298465545,-0.1472808879371002,-0.1471322655995315,-0.4100234313087447,-0.1448630731655435,-0.1494685458532998,-0.1449531746667948,-0.1392768270247963,-0.1562650711445581,-0.154147773717637,-0.3571064237223204,-66.25609177438746,-0.152889058107954,3.521404062031359,979.9426786411476,-872.3629730723604,3.5,3.6787014146611416,3.5344728656572824,4.401669433846092,3.227082436659109,4.370962941452894,11.802072095064233,5.983545886756388,3.345410829477454,3.33002390027495,3.743330346142604,2.978441352294331,3.4837470055675377,3.425165244005773,3.607052598219629,3.532632149570133,3.709131138421392,3.5,3.5,3.668823784017713,3.771184391395136,3.56891748031917,3.740953419656537,1.1451844284648436,3.6013036908718354,3.5,-0.7574207543146739,7.876475585360902,,1.7942655217337327e-09,0.9999999985100352,0.0002224959273717,0.0027957313047888,0,0,11,11,11,11,11,11,Aizawa,0.0001,5,Laplace_noise,0,1
0.1068893628943365,-16.257343314410097,13.445588998499645,66.82347410578389,32.9722002429641,112.234720691521,-0.7129758951930077,-0.3402761547774366,-10.194482186724736,14.945399985275788,-0.4213531530036185,38.28559826016839,21.249685053521144,18.94453508269196,23.424181450662903,53.93299167994687,89.31719808766611,-2.835393895870137,-0.997873624116254,-60.11639781029761,-0.3116306000513879,41.79962978297421,-61.15583271086222,4.738356755914116,2.9150969733792844,-21.130842666380005,-128.58647219457043,283.8007853838859,127.6158816996729,-30.08627863336597,67.25731315497374,3473.510054625568,1687.3012305444115,-43.39924315769938,-32.15807808268531,17.177886441994445,5.430525897690602,17.179064672407996,-20.087541192649237,-24.914293644454336,-37.54176884487729,1.806419310250525,2.934110373806713,-79.75411950932215,-40.69139477670747,-94.00854142693908,-47.10628859081217,-45.764780701226826,-20.322524955886987,1.6243878574868411,-2792.342419228976,149.52786403291526,,6.503471879138629e-09,0.9999999945538106,0.0002786076492216,0.0048416107042382,1,1,11,11,11,11,11,11,Aizawa,0.0001,5,Laplace_noise,0,2
-0.0738919661954617,-0.5406140034173816,101.15238462554947,49.33254640816609,-0.6583571118002605,-77.43201423215744,-0.8005787405163888,-6.953909496600916,-18.355955989058227,22.225296962879096,-0.4598999787576974,-0.5406140034173816,-0.8824938356578976,13.639073297626416,11.639324295366189,19.78061968565848,20.350892478831764,-0.8447498497066376,-0.5035682239430124,-35.31625715946188,21.88286174831489,6.846622975883607,0.7003281339396621,0.7488688582195272,0.6920641314888617,-58.50423688086212,-77.40600278020777,168693.8855280834,-34.759513725620934,16.52428895746453,2881.304487380283,2236.665061377681,38.65117501193408,-12.319089147132996,-38.55040213741255,-788.0678335450621,170.6900524172599,266.06837705315394,-25.07876084588125,-29.675812092041312,0.9998231982325216,0.7097879027789985,1.1967441736853288,-55.497967057250776,-28.55168368667361,-71.17526095329957,-34.92155190128893,-22.062837740793924,-56.590310627165046,0.8620359293986887,-10.865071548766268,7.438917340635976,,1.1291493694911609e-08,0.9999999905441872,0.0003009112357743,0.0063079607498208,1,1,11,11,11,11,11,11,Aizawa,0.001,5,Laplace_noise,0,0
-0.3069576285756523,258.18361907176023,-0.5772586129576411,-0.382572347743581,35.81751850052044,-150.5796318655113,-32.64781252369264,-62.17833221087065,-5.439033242209813,-0.6271954601925122,-0.3522144025502524,20.17728238000961,-12.1198953113242,-0.5706936025390021,-0.3512071395072195,15.217636586591636,52.15732540062045,-0.3462593814554052,-30.109299716853837,-110.5828807694952,-0.3177271288894425,2.133819125329355,59565.69165651435,57597.47311778214,3.528932534865985,-22.74970271149617,1.801504954463524,4.68888469446632,-4.964637132853605,-3.052927511779498,-857.9720382941591,180.58481214480912,121.2311817681039,58.608900022363656,-23.764561196317725,-276.55931914345314,129.05323707604646,14.90601813007392,-3.83206009717954,3.0479399060842325,13.615097461495512,2.5426825870092484,3.0695022388252005,43.48393088553125,-4.64077131490237,3.3608887238247163,-0.54978724407142,-272.6343929152474,17.81514879026879,2.773922909678133,534.9402596402888,-518.9573705991744,,1.8448811102750158e-09,0.999999998455045,0.0001655240307572,0.0028717630129911,0,0,11,11,11,11,11,11,Aizawa,0.001,5,Laplace_noise,0,1
-0.0214316251491354,-2.61126778973216,-0.1961744879828263,-0.1890659172258246,-0.256350339242155,-0.403526290863494,-0.2528621758673557,-0.2192975732579148,-0.1406918512352645,-0.1776460895709682,-0.183711680342592,-0.3163086906551722,61.33827086164428,-0.222387773150997,-0.2086952569858975,-0.2164533378887891,-0.287239380387991,-0.2154671162520328,-0.4452927580010152,-2.23028974748126,-0.1504901040771078,-1.6186142778808987,333.21472188159777,-330.74705533776483,3.5,3.291366932963719,2.8367109348217427,0.480360647338685,4.680678095673945,4.160268644022287,-1.293213165458788,3.7800427658417983,3.36024597616746,2.815920171115808,2.515768467610912,2.8366091229913053,2.5733827773089253,4.201330214363637,3.648210641409328,3.5109562157624854,5.178288350130364,3.5,3.5,24.856439095501923,3.6867029174566976,3.1963192863040883,3.775556259700321,4.600139691649186,2.581853390219076,3.5,-24.365353714296376,21.177590911520102,3.635141477368136,8.853263429765266e-07,0.9999992648217472,0.0019394468461541,0.0565138753697674,0,0,11,11,11,11,11,11,Aizawa,0.001,5,Laplace_noise,0,2
-0.5530128285346284,-0.5204651743251859,99.58453760340112,49.82931808512476,-0.6860047647937226,-77.4320146783328,-0.8846120741349034,-6.95390994277628,-18.35595643523359,26.79758324939823,-0.7356733358778121,-0.5204651743251859,-0.8303542036698727,15.380879542986117,-0.8227461545526654,25.250788007485124,19.564237817470463,-0.6125604309139936,-0.5482101534805223,-35.311856048993654,21.847333463106448,3.592682917338783,0.7003281339396621,0.7488688582195272,0.6920641314888617,-57.90461133639243,-71.84742679928391,168674.22686084505,-34.75514428581842,13.875347992675469,2881.304487380283,2236.665061377681,35.53829405468654,-11.190788909914057,-34.64821215479215,-788.0678335450621,170.6900524172599,266.06837705315394,-26.741472579874667,-24.707440014684455,0.9998231982325216,0.7097879027789985,1.1967441736853288,-51.54653313437048,-30.632504737756744,-67.36536446858199,-39.017036898207245,-21.987197707401616,-50.83231712328081,0.8620359293986887,-10.865214733216156,7.4386031998691475,,1.1949807042299162e-08,0.9999999899928972,0.0003145608855937,0.0063925211261245,1,1,11,11,11,11,11,11,Aizawa,0.01,5,Laplace_noise,0,0
-11.262889145268682,266.789654918969,51.26467229330783,34.0305129132985,106.48152482502536,-340.64202700636633,66.94226930046017,-29.35907843021629,-44.18522554870654,41.416978461018935,30.766147994259963,127.44412263663985,97.61681933006344,75.74841604745917,57.665858305633485,76.44245291759333,119.34085338401697,39.38176817377562,-263.06852633520566,-60.13855221984448,-0.2045194883784083,-1.6366425430782998,792.5301516020896,-486.73886978394825,2.0,-52.731423768869554,-28.32058182546124,6.030347214583641,-6.097494728620871,-55.638997291042806,-214.06940851497748,2740.388730193386,207.993821052982,-4.571584493472104,-74.78297729511132,-16.336256410427488,48.53004935154374,51.36031685396611,-28.89459233597116,-23.91437279490217,-46.980495898139935,2.0,2.0,-73.06948655022059,-60.45502418864987,-43.81241344750118,-53.5867424167522,-6.294961618207432,-56.6124173239893,2.0,72.79399471755097,-58.30184002592743,,2.043166083925264e-09,0.999999998292864,0.0001899825712212,0.0027286007119025,0,0,11,11,11,11,11,11,Aizawa,0.01,5,Laplace_noise,0,1
38.501760078738194,-0.194390012456561,227.958759014285,116.5646687645668,-0.3960132368474777,-0.0569108988577092,-0.4377144141399577,-10.891872800847477,-107.5747648671594,168.70190682888014,141.85415882580352,-0.2093336046020429,-0.1865126989349513,223.019953896484,287.3776814437199,254.7232236520569,-22.606184113623325,-0.3641876254325271,-0.195162410159433,-106.17896067915586,-0.2044722500978575,-30.29528835647792,0.75,0.75,0.75,-13.798869650939782,-70.15209243208265,2.4780755899610574,1.7083079244079176,-0.2559348945799578,-2240.924747639677,-110.04224348371876,-0.4873551907967804,1.014238562513269,0.6248374707186315,-318.9757056247173,50.049944217569234,-225.49971024745287,-30.12993479686097,-151.66250170667783,0.75,0.75,0.75,0.75,-92.9349852739864,-117.26972296835945,-54.47659588810501,-51.56765242819429,3.835243043539444,0.75,-324.6617478714085,-370.9042527432948,,2.0203426740887304e-09,0.9999999983119338,0.0002894362118566,0.0030994639059118,1,1,11,11,11,11,11,11,Aizawa,0.01,5,Laplace_noise,0,2
-0.5928801457963088,-0.518373861580115,97.6268845399693,48.61670995705796,-0.7204192704420558,-77.43201914008698,-0.8020681440892119,-6.9539144045301855,-18.355960896987494,-0.7395224514951187,-0.8186891187906093,-0.518373861580115,-0.7414912652716218,17.95379970376336,-0.8413609156577813,26.05852493223403,18.60641378876929,-0.82028611475523,-0.5470616512675667,-35.26788477861744,21.40076744271923,3.189178189788414,0.7003281339396621,0.7488688582195272,0.6920641314888617,-56.95239121441288,-66.98124111538505,168477.80892760045,-34.711355960371144,11.755069304290458,2881.304487380283,2236.665061377681,35.76557204182945,-13.027972503228886,-34.06838032236262,-788.0678335450621,170.6900524172599,266.06837705315394,-22.719981179067148,-21.98287107449949,0.9998231982325216,0.7097879027789985,1.1967441736853288,-47.27179173109562,-27.597327847623035,-62.584623788974106,-35.74751230377519,-23.12564608816809,-46.71014255839248,0.8620359293986887,-10.866645394061878,7.43546445659112,,1.2496155306296141e-08,0.9999999895353698,0.0003146429137715,0.0065817786073252,1,1,11,11,11,11,11,11,Aizawa,0.1,5,Laplace_noise,0,0
